Latitude_dd,Longitude_dd,normalized_pressure,phaseNb,Diagnostic
-20.96604,-68.699476667,2630.217996499956,5.0,2. PLEIN (Normal)
-20.965535,-68.699898333,2630.2491740892046,5.0,2. PLEIN (Normal)
-20.964948333,-68.700476667,2630.1848592394917,5.0,2. PLEIN (Normal)
-20.964345,-68.701216667,2630.1205318298175,5.0,2. PLEIN (Normal)
-20.96406,-68.702101667,2629.002018197312,5.0,2. PLEIN (Normal)
-20.96377,-68.702955,2627.717061359545,5.0,2. PLEIN (Normal)
-20.963478333,-68.703773333,2627.454941515891,5.0,2. PLEIN (Normal)
-20.96324,-68.704685,2628.39784286032,5.0,2. PLEIN (Normal)
-20.962968333,-68.705671667,2629.37242527273,5.0,2. PLEIN (Normal)
-20.962788333,-68.708196667,2630.800406090056,5.0,2. PLEIN (Normal)
-20.962661667,-68.710368333,2632.2268457324394,5.0,2. PLEIN (Normal)
-20.961723333,-68.71068,2632.3091149273446,5.0,2. PLEIN (Normal)
-20.960645,-68.70964,2631.697832574979,5.0,2. PLEIN (Normal)
-20.959938333,-68.709235,2630.268271088169,5.0,2. PLEIN (Normal)
-20.960005,-68.708398333,2626.4681141554747,5.0,2. PLEIN (Normal)
-20.959851667,-68.708385,2622.6693553852733,5.0,2. PLEIN (Normal)
-20.959815,-68.708383333,2621.256703674507,5.0,2. PLEIN (Normal)
-20.959815,-68.708383333,2620.238234963731,5.0,2. PLEIN (Normal)
-20.959815,-68.708383333,2617.3559831907023,5.0,2. PLEIN (Normal)
-20.960276667,-68.708531667,2612.268326053434,6.0,2. PLEIN (Normal)
-20.96164,-68.70988,2607.4387500600847,6.0,2. PLEIN (Normal)
-20.962596667,-68.70965,2607.031460382154,6.0,2. PLEIN (Normal)
-20.962625,-68.706646667,2606.6237142800132,6.0,2. PLEIN (Normal)
-20.963103333,-68.703958333,2605.7630475824794,6.0,2. PLEIN (Normal)
-20.964066667,-68.70125,2604.6624527666454,6.0,2. PLEIN (Normal)
-20.966105,-68.699141667,2603.7923659012667,6.0,2. PLEIN (Normal)
-20.9686,-68.696815,2603.5885561921164,6.0,2. PLEIN (Normal)
-20.970281667,-68.695478333,2603.3846894020253,6.0,2. PLEIN (Normal)
-20.972763333,-68.695025,2603.004990458373,6.0,2. PLEIN (Normal)
-20.975528333,-68.694738333,2602.5980233877067,6.0,2. PLEIN (Normal)
-20.977155,-68.696668333,2602.0387924050183,6.0,2. PLEIN (Normal)
-20.978355,-68.69844,2601.3066713874673,6.0,2. PLEIN (Normal)
-20.978965,-68.700668333,2600.6932232662266,6.0,2. PLEIN (Normal)
-20.979098333,-68.703523333,2601.997027254892,6.0,2. PLEIN (Normal)
-20.978581667,-68.706288333,2603.305911497097,6.0,2. PLEIN (Normal)
-20.97787,-68.706781667,2603.990651633913,6.0,2. PLEIN (Normal)
-20.978168333,-68.70436,2604.3589645697075,6.0,2. PLEIN (Normal)
-20.9775,-68.701455,2604.5779610689374,6.0,2. PLEIN (Normal)
-20.975626667,-68.699855,2604.373708943691,6.0,2. PLEIN (Normal)
-20.973931667,-68.698561667,2604.168820467113,6.0,2. PLEIN (Normal)
-20.971746667,-68.69997,2604.9856859817733,6.0,2. PLEIN (Normal)
-20.969593333,-68.702583333,2606.225047704044,6.0,2. PLEIN (Normal)
-20.968503333,-68.704128333,2606.628914626463,6.0,2. PLEIN (Normal)
-20.969196667,-68.703551667,2606.9127629720056,6.0,2. PLEIN (Normal)
-20.969505,-68.703205,2607.4188979697487,6.0,2. PLEIN (Normal)
-20.969505,-68.703205,2608.234176905379,6.0,2. PLEIN (Normal)
-20.969505,-68.703205,2609.0090271520785,6.0,2. PLEIN (Normal)
-20.969505,-68.703205,2607.537286382749,6.0,2. PLEIN (Normal)
-20.969505,-68.703205,2606.0681564402553,6.0,2. PLEIN (Normal)
-20.969505,-68.703205,2606.287422095408,6.0,2. PLEIN (Normal)
-20.969505,-68.703205,2607.5546820728687,6.0,2. PLEIN (Normal)
-20.969505,-68.703205,2608.2095077745175,6.0,2. PLEIN (Normal)
-20.970246667,-68.702518333,2606.659561488419,6.0,2. PLEIN (Normal)
-20.971838333,-68.701326667,2604.831876601324,6.0,2. PLEIN (Normal)
-20.971945,-68.70121,2604.9125587574604,6.0,2. PLEIN (Normal)
-20.971871667,-68.7013,2604.9930083550553,6.0,2. PLEIN (Normal)
-20.971871667,-68.7013,2604.2182975889987,6.0,2. PLEIN (Normal)
-20.971871667,-68.7013,2603.080161536405,6.0,2. PLEIN (Normal)
-20.971871667,-68.7013,2603.5819944567475,6.0,2. PLEIN (Normal)
-20.971871667,-68.7013,2607.9797585979877,6.0,2. PLEIN (Normal)
-20.971955,-68.701223333,2612.390058453471,6.0,2. PLEIN (Normal)
-20.971955,-68.701223333,2617.967757213751,6.0,2. PLEIN (Normal)
-20.971955,-68.701223333,2623.669356313952,6.0,2. PLEIN (Normal)
-20.971955,-68.701223333,2627.139957941024,6.0,2. PLEIN (Normal)
-20.971563333,-68.701593333,2628.3623649140786,7.0,2. PLEIN (Normal)
-20.970496667,-68.702483333,2629.337083159132,7.0,2. PLEIN (Normal)
-20.969796667,-68.703195,2627.9818996302806,7.0,2. PLEIN (Normal)
-20.969221667,-68.703775,2626.6363937442557,7.0,2. PLEIN (Normal)
-20.968743333,-68.704508333,2625.9438388983494,7.0,2. PLEIN (Normal)
-20.968598333,-68.70359,2625.537562931782,7.0,2. PLEIN (Normal)
-20.969195,-68.702696667,2625.3514916005665,7.0,2. PLEIN (Normal)
-20.970768333,-68.700916667,2625.5548576823235,7.0,2. PLEIN (Normal)
-20.972313333,-68.699213333,2625.8023630089197,7.0,2. PLEIN (Normal)
-20.973521667,-68.698523333,2626.2613378776814,7.0,2. PLEIN (Normal)
-20.974221667,-68.69832,2626.721017863147,7.0,2. PLEIN (Normal)
-20.974791667,-68.698991667,2625.621079326048,7.0,2. PLEIN (Normal)
-20.974673333,-68.698241667,2623.964061660699,7.0,2. PLEIN (Normal)
-20.973938333,-68.697846667,2622.7397183220696,7.0,2. PLEIN (Normal)
-20.973055,-68.69802,2622.4343488679156,7.0,2. PLEIN (Normal)
-20.972236667,-68.69824,2622.14486445955,7.0,2. PLEIN (Normal)
-20.971501667,-68.698465,2622.858106347694,7.0,2. PLEIN (Normal)
-20.970866667,-68.699101667,2623.5712911796827,7.0,2. PLEIN (Normal)
-20.970236667,-68.699695,2623.907358958319,7.0,2. PLEIN (Normal)
-20.96961,-68.700278333,2624.009140626534,7.0,2. PLEIN (Normal)
-20.96898,-68.700886667,2624.3512152246076,7.0,2. PLEIN (Normal)
-20.96833,-68.701485,2625.5812509200455,7.0,2. PLEIN (Normal)
-20.967713333,-68.70212,2626.8033155624234,7.0,2. PLEIN (Normal)
-20.967421667,-68.701571667,2626.460162334562,7.0,2. PLEIN (Normal)
-20.968213333,-68.70068,2625.773839055174,7.0,2. PLEIN (Normal)
-20.969358333,-68.699341667,2626.053133710782,7.0,2. PLEIN (Normal)
-20.970446667,-68.69737,2627.684589909617,7.0,2. PLEIN (Normal)
-20.97125,-68.6968,2629.248658610173,7.0,2. PLEIN (Normal)
-20.971968333,-68.696416667,2627.2097460736823,7.0,2. PLEIN (Normal)
-20.972651667,-68.696081667,2625.1692842063376,7.0,2. PLEIN (Normal)
-20.973413333,-68.695735,2624.14240748895,7.0,2. PLEIN (Normal)
-20.974263333,-68.695453333,2623.73498377494,7.0,2. PLEIN (Normal)
-20.975096667,-68.695176667,2623.8148882086202,7.0,2. PLEIN (Normal)
-20.97485,-68.694861667,2625.653065209061,7.0,2. PLEIN (Normal)
-20.973858333,-68.69509,2627.485297715152,7.0,2. PLEIN (Normal)
-20.97295,-68.695236667,2626.379665401407,7.0,2. PLEIN (Normal)
-20.97211,-68.695355,2624.6247078558767,7.0,2. PLEIN (Normal)
-20.971256667,-68.695568333,2624.163446434322,7.0,2. PLEIN (Normal)
-20.970313333,-68.695666667,2625.5124885759196,7.0,2. PLEIN (Normal)
-20.969518333,-68.69602,2626.869416320302,7.0,2. PLEIN (Normal)
-20.969033333,-68.696635,2628.4996982850435,7.0,2. PLEIN (Normal)
-20.968161667,-68.697508333,2630.131611131399,7.0,2. PLEIN (Normal)
-20.966503333,-68.699048333,2630.1264331236034,7.0,2. PLEIN (Normal)
-20.965841667,-68.699618333,2629.1059167956682,7.0,2. PLEIN (Normal)
-20.965325,-68.700033333,2628.1101815157294,7.0,2. PLEIN (Normal)
-20.964633333,-68.700681667,2627.1906159792547,7.0,2. PLEIN (Normal)
-20.964238333,-68.701541667,2626.273692450707,7.0,2. PLEIN (Normal)
-20.963936667,-68.702426667,2625.5235905213885,7.0,2. PLEIN (Normal)
-20.963663333,-68.703271667,2624.809628651108,7.0,2. PLEIN (Normal)
-20.963351667,-68.704165,2625.6690640442284,7.0,2. PLEIN (Normal)
-20.963135,-68.705013333,2628.72963450658,7.0,2. PLEIN (Normal)
-20.96281,-68.70654,2631.719099107914,7.0,2. PLEIN (Normal)
-20.96282,-68.709453333,2630.9030122152094,7.0,2. PLEIN (Normal)
-20.962371667,-68.710983333,2630.0881974024824,7.0,2. PLEIN (Normal)
-20.961078333,-68.709953333,2629.9488344954334,7.0,2. PLEIN (Normal)
-20.960243333,-68.70936,2630.2275590680347,7.0,2. PLEIN (Normal)
-20.959931667,-68.70916,2630.22437935547,7.0,2. PLEIN (Normal)
-20.959931667,-68.70916,2629.2054216127926,7.0,2. PLEIN (Normal)
-20.959931667,-68.70916,2628.1866268877043,7.0,2. PLEIN (Normal)
-20.959746667,-68.708978333,2628.3966364861258,7.0,2. PLEIN (Normal)
-20.959746667,-68.708978333,2628.8790747624967,7.0,2. PLEIN (Normal)
-20.959746667,-68.708978333,2629.3839349543523,7.0,2. PLEIN (Normal)
-20.959746667,-68.708978333,2629.918645194796,7.0,2. PLEIN (Normal)
-20.959746667,-68.708978333,2630.4241663051434,7.0,2. PLEIN (Normal)
-20.959746667,-68.708978333,2628.940939637033,7.0,2. PLEIN (Normal)
-20.959746667,-68.708978333,2627.4632964773705,7.0,2. PLEIN (Normal)
-20.959746667,-68.708978333,2626.444365064247,7.0,2. PLEIN (Normal)
-20.959746667,-68.708978333,2625.7061437445636,7.0,2. PLEIN (Normal)
-20.959746667,-68.708978333,2625.4360401712324,7.0,2. PLEIN (Normal)
-20.959911667,-68.708416667,2626.8593518563725,7.0,2. PLEIN (Normal)
-20.95995,-68.708388333,2628.2877337724176,7.0,2. PLEIN (Normal)
-20.959813333,-68.708358333,2631.5400166023737,7.0,2. PLEIN (Normal)
-20.959813333,-68.708358333,2635.195566208506,7.0,2. PLEIN (Normal)
-20.959813333,-68.708358333,2636.997639858717,7.0,2. PLEIN (Normal)
-20.959813333,-68.708358333,2636.183830588603,7.0,2. PLEIN (Normal)
-20.959813333,-68.708358333,2635.374629912297,7.0,2. PLEIN (Normal)
-20.959813333,-68.708358333,2634.8375598898783,7.0,2. PLEIN (Normal)
-20.959813333,-68.708358333,2634.3015016424574,7.0,2. PLEIN (Normal)
-20.959813333,-68.708358333,2630.3008113432043,7.0,2. PLEIN (Normal)
-20.959813333,-68.708358333,2624.1254847123546,7.0,2. PLEIN (Normal)
-20.959813333,-68.708358333,2617.895551572896,7.0,2. PLEIN (Normal)
-20.959813333,-68.708358333,2611.5612823053207,7.0,2. PLEIN (Normal)
-20.95992,-68.708383333,2605.2560265148363,8.0,2. PLEIN (Normal)
-20.961131667,-68.709591667,2604.4998389427465,8.0,2. PLEIN (Normal)
-20.962583333,-68.709768333,2604.949634218963,8.0,2. PLEIN (Normal)
-20.963396667,-68.703198333,2601.85261236825,8.0,2. PLEIN (Normal)
-20.96455,-68.700501667,2599.262945824365,8.0,2. PLEIN (Normal)
-20.966963333,-68.6984,2598.9485283734966,8.0,2. PLEIN (Normal)
-20.970411667,-68.695446667,2598.8624716839167,8.0,2. PLEIN (Normal)
-20.973456667,-68.695043333,2598.39746566173,8.0,2. PLEIN (Normal)
-20.976688333,-68.695691667,2597.868480865471,8.0,2. PLEIN (Normal)
-20.978315,-68.698258333,2598.1288919302015,8.0,2. PLEIN (Normal)
-20.979056667,-68.701046667,2599.044589180703,8.0,2. PLEIN (Normal)
-20.979135,-68.704243333,2599.9738501445167,8.0,2. PLEIN (Normal)
-20.978433333,-68.706628333,2600.9948759281165,8.0,2. PLEIN (Normal)
-20.97785,-68.70714,2602.011339752676,8.0,2. PLEIN (Normal)
-20.978181667,-68.706026667,2602.8804275217103,8.0,2. PLEIN (Normal)
-20.977923333,-68.703508333,2603.694119949297,8.0,2. PLEIN (Normal)
-20.977111667,-68.700688333,2603.6824869292404,8.0,2. PLEIN (Normal)
-20.975096667,-68.699613333,2602.0531469359535,8.0,2. PLEIN (Normal)
-20.973341667,-68.698846667,2600.4222428555327,8.0,2. PLEIN (Normal)
-20.97113,-68.7007,2600.466635226695,8.0,2. PLEIN (Normal)
-20.969778333,-68.702405,2600.588965451916,8.0,2. PLEIN (Normal)
-20.9686,-68.704196667,2600.932775849903,8.0,2. PLEIN (Normal)
-20.969765,-68.70318,2601.35654555235,8.0,2. PLEIN (Normal)
-20.971946667,-68.701685,2602.019821670171,8.0,2. PLEIN (Normal)
-20.972218333,-68.701638333,2603.2416418028592,8.0,2. PLEIN (Normal)
-20.972226667,-68.70162,2604.4970129411827,8.0,2. PLEIN (Normal)
-20.97228,-68.701475,2606.6173749774202,8.0,2. PLEIN (Normal)
-20.97228,-68.701468333,2608.732893478421,8.0,2. PLEIN (Normal)
-20.97228,-68.701468333,2610.553177233228,8.0,2. PLEIN (Normal)
-20.97228,-68.701468333,2612.306393249503,8.0,2. PLEIN (Normal)
-20.97228,-68.701468333,2615.485307669936,8.0,2. PLEIN (Normal)
-20.97228,-68.701468333,2620.651380903734,8.0,2. PLEIN (Normal)
-20.97228,-68.701468333,2625.739283444939,8.0,2. PLEIN (Normal)
-20.971691667,-68.701875,2625.739283444939,9.0,2. PLEIN (Normal)
-20.970396667,-68.702648333,2625.739283444939,9.0,2. PLEIN (Normal)
-20.969743333,-68.703291667,2625.159301718597,9.0,2. PLEIN (Normal)
-20.969128333,-68.703886667,2624.2174286768895,9.0,2. PLEIN (Normal)
-20.968666667,-68.704555,2623.5066908091603,9.0,2. PLEIN (Normal)
-20.968603333,-68.703605,2623.6337396405056,9.0,2. PLEIN (Normal)
-20.969258333,-68.702616667,2623.803550189289,9.0,2. PLEIN (Normal)
-20.970978333,-68.700581667,2624.05621812679,9.0,2. PLEIN (Normal)
-20.972656667,-68.698935,2624.260170747479,9.0,2. PLEIN (Normal)
-20.973703333,-68.69834,2624.2729361161346,9.0,2. PLEIN (Normal)
-20.974475,-68.698623333,2624.2729361161346,9.0,2. PLEIN (Normal)
-20.974793333,-68.698486667,2623.333300756179,9.0,2. PLEIN (Normal)
-20.974148333,-68.69781,2621.3803216230185,9.0,2. PLEIN (Normal)
-20.9732,-68.697981667,2620.6393994436753,9.0,2. PLEIN (Normal)
-20.972013333,-68.698216667,2621.6714514034916,9.0,2. PLEIN (Normal)
-20.971185,-68.698795,2622.1331116436013,9.0,2. PLEIN (Normal)
-20.970546667,-68.69941,2622.1331116436013,9.0,2. PLEIN (Normal)
-20.969925,-68.699988333,2622.383971502698,9.0,2. PLEIN (Normal)
-20.969261667,-68.700593333,2623.811425167914,9.0,2. PLEIN (Normal)
-20.968583333,-68.701245,2625.235798005184,9.0,2. PLEIN (Normal)
-20.968025,-68.701853333,2626.08882698342,9.0,2. PLEIN (Normal)
-20.967288333,-68.702313333,2626.7762079572626,9.0,2. PLEIN (Normal)
-20.96723,-68.702273333,2626.619833274502,9.0,2. PLEIN (Normal)
-20.967213333,-68.702361667,2625.0480097596173,9.0,2. PLEIN (Normal)
-20.96766,-68.701486667,2623.657811618152,9.0,2. PLEIN (Normal)
-20.968541667,-68.700373333,2625.0778181224628,9.0,2. PLEIN (Normal)
-20.970336667,-68.697571667,2626.9437095582834,9.0,2. PLEIN (Normal)
-20.97141,-68.696665,2629.3679560532705,9.0,2. PLEIN (Normal)
-20.9722,-68.696201667,2629.1537564941727,9.0,2. PLEIN (Normal)
-20.972955,-68.695833333,2626.9100771081226,9.0,2. PLEIN (Normal)
-20.973743333,-68.695523333,2624.7917526419265,9.0,2. PLEIN (Normal)
-20.974573333,-68.695245,2623.2354619874277,9.0,2. PLEIN (Normal)
-20.975288333,-68.694945,2621.682724814752,9.0,2. PLEIN (Normal)
-20.974533333,-68.694973333,2621.91542124644,9.0,2. PLEIN (Normal)
-20.973715,-68.695145,2622.651022922545,9.0,2. PLEIN (Normal)
-20.972883333,-68.695263333,2623.418162255237,9.0,2. PLEIN (Normal)
-20.971993333,-68.69539,2624.265343050646,9.0,2. PLEIN (Normal)
-20.971231667,-68.695571667,2625.067240451856,9.0,2. PLEIN (Normal)
-20.970253333,-68.69567,2625.067240451856,9.0,2. PLEIN (Normal)
-20.969346667,-68.696196667,2625.067240451856,9.0,2. PLEIN (Normal)
-20.968766667,-68.696916667,2626.3122891094918,9.0,2. PLEIN (Normal)
-20.966901667,-68.698708333,2627.8760330547216,9.0,2. PLEIN (Normal)
-20.965936667,-68.699526667,2628.213751282638,9.0,2. PLEIN (Normal)
-20.965191667,-68.70019,2628.4858998804834,9.0,2. PLEIN (Normal)
-20.96447,-68.700933333,2628.290967773485,9.0,2. PLEIN (Normal)
-20.964113333,-68.701838333,2628.0871680772,9.0,2. PLEIN (Normal)
-20.96382,-68.702763333,2627.53174564572,9.0,2. PLEIN (Normal)
-20.963548333,-68.703576667,2626.71599262999,9.0,2. PLEIN (Normal)
-20.963296667,-68.704495,2626.2988817672585,9.0,2. PLEIN (Normal)
-20.963115,-68.705235,2627.7252514458414,9.0,2. PLEIN (Normal)
-20.96282,-68.706853333,2629.153161516488,9.0,2. PLEIN (Normal)
-20.962863333,-68.709151667,2629.309941805402,9.0,2. PLEIN (Normal)
-20.962706667,-68.710281667,2629.1062562151697,9.0,2. PLEIN (Normal)
-20.96189,-68.710806667,2629.072448531012,9.0,2. PLEIN (Normal)
-20.960935,-68.709816667,2629.276305280324,9.0,2. PLEIN (Normal)
-20.960286667,-68.709398333,2629.5641514662493,9.0,2. PLEIN (Normal)
-20.959773333,-68.708961667,2631.1942882250805,9.0,2. PLEIN (Normal)
-20.959896667,-68.708406667,2632.8242945865322,9.0,2. PLEIN (Normal)
-20.960138333,-68.70843,2630.9300922125262,9.0,2. PLEIN (Normal)
-20.959856667,-68.708365,2627.2166432474614,9.0,2. PLEIN (Normal)
-20.959856667,-68.708365,2622.4676014135193,9.0,2. PLEIN (Normal)
-20.959856667,-68.708365,2614.739133935349,9.0,2. PLEIN (Normal)
-20.959856667,-68.708365,2606.985604266875,9.0,2. PLEIN (Normal)
-20.96029,-68.708488333,2605.0197860178805,10.0,2. PLEIN (Normal)
-20.96041,-68.70857,2604.0006025319585,10.0,2. PLEIN (Normal)
-20.96041,-68.70857,2603.5978127240487,10.0,2. PLEIN (Normal)
-20.96041,-68.70857,2603.924520495951,10.0,2. PLEIN (Normal)
-20.96041,-68.70857,2604.3175043862766,10.0,2. PLEIN (Normal)
-20.960485,-68.708643333,2605.8244643812086,10.0,2. PLEIN (Normal)
-20.961476667,-68.709756667,2607.4510242689553,10.0,2. PLEIN (Normal)
-20.962543333,-68.710836667,2607.530004723631,10.0,2. PLEIN (Normal)
-20.961786667,-68.712221667,2607.123259561157,10.0,2. PLEIN (Normal)
-20.961403333,-68.713448333,2607.2689707781924,10.0,2. PLEIN (Normal)
-20.963141667,-68.714345,2608.330059209434,10.0,2. PLEIN (Normal)
-20.963886667,-68.715885,2609.394053320053,10.0,2. PLEIN (Normal)
-20.963918333,-68.718165,2609.0203758934585,10.0,2. PLEIN (Normal)
-20.965355,-68.72079,2608.613216621253,10.0,2. PLEIN (Normal)
-20.966821667,-68.724968333,2607.0467749070704,10.0,2. PLEIN (Normal)
-20.969105,-68.725038333,2605.502534761276,10.0,2. PLEIN (Normal)
-20.970561667,-68.723285,2604.479110628784,10.0,2. PLEIN (Normal)
-20.97168,-68.720695,2603.500057054591,10.0,2. PLEIN (Normal)
-20.973335,-68.719523333,2603.4920052180214,10.0,2. PLEIN (Normal)
-20.97499,-68.719138333,2604.430925026293,10.0,2. PLEIN (Normal)
-20.977313333,-68.718503333,2605.2446280157174,10.0,2. PLEIN (Normal)
-20.97982,-68.716765,2604.100324194375,10.0,2. PLEIN (Normal)
-20.980871667,-68.715935,2602.95954732556,10.0,2. PLEIN (Normal)
-20.98029,-68.717826667,2602.976160204998,10.0,2. PLEIN (Normal)
-20.979225,-68.719745,2603.587339235757,10.0,2. PLEIN (Normal)
-20.97911,-68.72125,2604.0919523356647,10.0,2. PLEIN (Normal)
-20.979453333,-68.72344,2604.2959150411925,10.0,2. PLEIN (Normal)
-20.979911667,-68.725681667,2604.5000000005216,10.0,2. PLEIN (Normal)
-20.979205,-68.725963333,2604.703644839487,10.0,2. PLEIN (Normal)
-20.978396667,-68.72514,2604.9075178905573,10.0,2. PLEIN (Normal)
-20.977906667,-68.724381667,2604.7374443738076,10.0,2. PLEIN (Normal)
-20.97797,-68.724316667,2604.1259230311507,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2603.5191666847268,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2602.9872211870925,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2602.457231581426,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2602.2777261840756,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2602.2777261840756,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2602.2777261840756,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2602.2777261840756,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2602.2777261840756,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2601.8216644949375,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2601.2918104394626,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2601.099809467976,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2601.302994771541,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2601.4643777316633,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.933900525244,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.4049729873445,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.2246203427903,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.2246203427903,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.172412389407,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.9683822457478,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.7649217903213,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.7363152497683,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.7363152497683,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.4942932213935,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2598.9652385538207,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2598.486298405324,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2598.81186764414,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.136957895409,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.5962054952006,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.124431152226,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.5178562704573,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.5178562704573,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.5178562704573,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.5178562704573,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.5178562704573,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.2761089755286,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.7474619441005,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.265971540283,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.5919496338474,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.9174093283264,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.3765122411173,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.9054510037936,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2601.1653077209835,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.635394878476,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.1044064235016,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.0293126190822,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.0293126190822,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.8423632484896,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.4350481215492,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.095655701313,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.8287675941624,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.5612983194815,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.542809195627,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2600.135897810841,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.833813969402,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.833813969402,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.833813969402,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.6587239524906,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.454958698926,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.251779982208,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2599.0477947760237,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2598.8562490835325,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2598.8562490835325,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2598.8562490835325,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2598.7217687407338,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2598.518516709256,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2598.1785794127622,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2597.4457592680897,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2596.712563972697,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2596.6095070594556,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2596.6095070594556,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2596.516260361196,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2596.3128307847637,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2596.12096340808,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2596.12096340808,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2596.12096340808,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2596.4698612722227,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2596.996800125642,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2597.2855304083287,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2596.878097659775,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2596.46918226593,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2596.6916935285185,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2597.0172321579043,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2597.0067973984055,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2596.5993284115602,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2596.180082154042,10.0,2. PLEIN (Normal)
-20.977968333,-68.72426,2595.567191551274,10.0,2. PLEIN (Normal)
