Latitude_dd,Longitude_dd,Speed_mps,acceleration,jerk,normalized_pressure,phaseNb,RatioPayload,Etat_Charge,Alerte_Conduite
-20.965735,-68.699691667,2.7780001163482666,-0.041060365332160904,-0.0041002636280680314,2628.9013650322095,7.0,1.0,Plein,Souple
-20.965221667,-68.700151667,3.6010000705718994,0.09217600218036948,0.005993007453811277,2627.9258647659863,7.0,1.0,Plein,Souple
-20.964518333,-68.700846667,4.269999980926514,0.01048599407468064,0.008360809683566105,2627.0086476810015,7.0,1.0,Plein,Souple
-20.964173333,-68.701738333,4.166999816894531,-0.020645453449786483,-0.02066775241038611,2626.094252003718,7.0,1.0,Plein,Souple
-20.963881667,-68.70261,4.013000011444092,0.020604106627812473,-0.00409044267303867,2625.380918014384,7.0,1.0,Plein,Souple
-20.96359,-68.703423333,3.549999952316284,0.0,0.0,2624.6668419832667,7.0,1.0,Plein,Souple
-20.963308333,-68.704338333,3.703999996185303,-0.051389716698082274,0.006158095361985247,2626.2807622603846,7.0,1.0,Plein,Souple
-20.963085,-68.705175,3.755000114440918,0.07205767209838841,0.020588576481214767,2629.340721185968,7.0,1.0,Plein,Souple
-20.962768333,-68.707063333,11.21500015258789,0.1858319461467796,-0.0226983857295515,2631.5565666923035,7.0,1.0,Plein,Souple
-20.962785,-68.70988,7.664999961853027,-0.6284799657723937,-0.0476720632658946,2630.7401536299553,7.0,1.0,Plein,Souple
-20.962068333,-68.710993333,6.636000156402588,-0.11225703659895381,-0.028351172096421552,2629.9237405592576,7.0,1.0,Plein,Souple
-20.960873333,-68.70976,5.401999950408936,-0.26852779044065517,-0.006450471697237984,2630.004449981855,7.0,1.0,Plein,Souple
-20.96012,-68.709286667,3.086999893188477,-0.04091003102772103,-0.0060819468042536025,2630.2835092057644,7.0,1.0,Plein,Souple
-20.959931667,-68.70916,0.0,0.0,0.0023112113215487183,2630.0208649159704,7.0,1.0,Plein,Souple
-20.959931667,-68.70916,0.0,0.0,0.0,2629.003781771236,7.0,1.0,Plein,Souple
-20.959931667,-68.70916,0.3089999854564667,0.06209806693611096,0.012479514882517664,2628.0096822675946,7.0,1.0,Plein,Souple
-20.959746667,-68.708978333,0.0,-0.010370911104483387,0.05539381046342911,2628.493205553613,7.0,1.0,Plein,Souple
-20.959746667,-68.708978333,0.0,0.0,0.0,2628.9764737987207,7.0,1.0,Plein,Souple
-20.959746667,-68.708978333,0.0,0.0,0.0,2629.491026706365,7.0,1.0,Plein,Souple
-20.959746667,-68.708978333,0.0,0.0,0.0,2630.0259305353193,7.0,1.0,Plein,Souple
-20.959746667,-68.708978333,0.0,0.0,0.0,2630.1284771724618,7.0,1.0,Plein,Souple
-20.959746667,-68.708978333,0.0,0.0,0.0,2628.6477386462616,7.0,1.0,Plein,Souple
-20.959746667,-68.708978333,0.0,0.0,0.0,2627.1689164710356,7.0,1.0,Plein,Souple
-20.959746667,-68.708978333,0.0,0.0,0.0,2626.2952737961928,7.0,1.0,Plein,Souple
-20.959746667,-68.708978333,0.0,0.0,0.0,2625.557231208123,7.0,1.0,Plein,Souple
-20.95977,-68.708918333,0.9769999980926514,0.14417300858182766,0.01845820852024919,2625.7205430025556,7.0,1.0,Plein,Souple
-20.960016667,-68.70838,2.00600004196167,-0.26878265952624236,-0.05399410677836083,2627.142943184856,7.0,1.0,Plein,Souple
-20.959883333,-68.708368333,1.6979999542236328,-0.05202430884916121,-0.014702112854182582,2628.6050588313888,7.0,1.0,Plein,Souple
-20.959813333,-68.708358333,0.0,0.0,0.0020182269662810436,2632.2717417936424,7.0,1.0,Plein,Souple
-20.959813333,-68.708358333,0.0,0.0,0.0,2635.9359343717956,7.0,1.0,Plein,Souple
-20.959813333,-68.708358333,0.0,0.0,0.0,2636.8336018990512,7.0,1.0,Plein,Souple
-20.959813333,-68.708358333,0.0,0.0,0.0,2636.0205739254193,7.0,1.0,Plein,Souple
-20.959813333,-68.708358333,0.0,0.0,0.0,2635.2678460592665,7.0,1.0,Plein,Souple
-20.959813333,-68.708358333,0.0,0.0,0.0,2634.7311839867916,7.0,1.0,Plein,Souple
-20.959813333,-68.708358333,0.0,0.0,0.0,2634.1944190190443,7.0,1.0,Plein,Souple
-20.959813333,-68.708358333,0.0,0.0,0.0,2629.054037099457,7.0,1.0,Plein,Souple
-20.959813333,-68.708358333,0.0,0.0,0.0,2622.872517868273,7.0,1.0,Plein,Souple
-20.959813333,-68.708358333,0.0,0.0,0.0,2616.6245096603025,7.0,1.0,Plein,Souple
-20.959813333,-68.708358333,0.0,0.0,0.0,2610.319001595,7.0,1.0,Plein,Souple
-20.96005,-68.70841,4.064000129699707,0.4236641256106662,0.056208911863139234,2604.140388510708,8.0,0.0,Vide,Souple
-20.961501667,-68.70983,8.951000213623047,-0.28625347788490035,-0.08722577767249028,2604.5903766528813,8.0,0.0,Vide,Souple
-20.962618333,-68.709168333,14.456000328063965,0.98112831486072,0.07749340389951039,2605.0392916174446,8.0,0.0,Vide,Souple
-20.963615,-68.702628333,12.758000373840332,0.05146174842648033,-8.73982530062276e-05,2601.3361027146057,8.0,0.0,Vide,Souple
-20.964955,-68.70011,12.140999794006348,0.09364873449356993,0.04186584452967813,2598.997867861609,8.0,0.0,Vide,Souple
-20.968603333,-68.696773333,15.022000312805176,-0.07215868039561776,-0.01647689568358477,2598.9117074495853,8.0,0.0,Vide,Souple
-20.970993333,-68.695411667,12.70699977874756,-0.09226789715616161,-0.04936729205459266,2598.8055175378404,8.0,0.0,Vide,Souple
-20.974083333,-68.694948333,14.404000282287598,0.06204685040362815,0.04130086929824839,2598.2963691597834,8.0,0.0,Vide,Souple
-20.977068333,-68.69627,14.147000312805176,-0.2561751599565455,-0.06118389623519263,2597.7662438711563,8.0,0.0,Vide,Souple
-20.978546667,-68.698795,12.70699977874756,0.08221905990758223,0.02049820622386255,2598.312588594164,8.0,0.0,Vide,Souple
-20.97909,-68.701728333,15.022000312805176,0.4103689973132152,0.009219626353794254,2599.228432479398,8.0,0.0,Vide,Souple
-20.979065,-68.704756667,10.237000465393066,-0.24538042093172066,-0.04875430584217892,2600.1788536448503,8.0,0.0,Vide,Souple
-20.978278333,-68.706923333,5.144000053405762,-0.9289727416859532,-0.15153656504336474,2601.197883569415,8.0,0.0,Vide,Souple
-20.977796667,-68.706991667,3.497999906539917,0.29816144682915435,0.10904404894660749,2602.21516203138,8.0,0.0,Vide,Souple
-20.978255,-68.705571667,10.442999839782717,0.5337190335903346,0.07373222359885054,2603.0437460286425,8.0,0.0,Vide,Souple
-20.977775,-68.702921667,12.913000106811523,0.21555340088763936,0.006082056145739139,2603.8575362064616,8.0,0.0,Vide,Souple
-20.976718333,-68.700358333,10.803000450134276,-0.20621228990915655,-0.031045068219870447,2603.3572836688663,8.0,0.0,Vide,Souple
-20.974766667,-68.699233333,10.751999855041504,0.05160641937713003,0.004087645256216591,2601.728595410528,8.0,0.0,Vide,Souple
-20.972833333,-68.69912,13.220999717712402,0.3371745584021777,-0.014607993019927877,2600.3397330467806,8.0,0.0,Vide,Souple
-20.970865,-68.701041667,9.310999870300291,0.04113160614762083,0.010302954932663623,2600.4910219297285,8.0,0.0,Vide,Souple
-20.969493333,-68.70275,9.465999603271484,-0.06177307972978653,-0.02682687665968366,2600.6133718822934,8.0,0.0,Vide,Souple
-20.968695,-68.704413333,4.526999950408936,-0.9141545531238878,-0.14962841424802273,2601.0144261333076,8.0,0.0,Vide,Souple
-20.970146667,-68.702828333,11.9350004196167,0.4490971369046881,0.08367035371804961,2601.4386848593085,8.0,0.0,Vide,Souple
-20.972165,-68.701686667,5.710000038146973,-0.020682763782628517,0.20356600914463815,2602.222765579409,8.0,0.0,Vide,Souple
-20.972226667,-68.70162,0.0509999990463256,-0.27774446676761516,-0.041097788350719304,2603.44544150749,8.0,0.0,Vide,Souple
-20.972226667,-68.70162,0.1030000001192092,0.010418754103118832,0.0020875083619538845,2604.9198499301874,8.0,0.0,Vide,Souple
-20.97228,-68.701468333,0.0509999990463256,-0.2279500505883312,-0.03966966360245926,2607.0379224537887,8.0,0.0,Vide,Souple
-20.97228,-68.701468333,0.0509999990463256,0.0,0.0,2609.1508377402133,8.0,0.0,Vide,Souple
-20.97228,-68.701468333,0.0509999990463256,0.0,0.0,2610.903342343938,8.0,0.0,Vide,Souple
-20.97228,-68.701468333,0.0509999990463256,0.0,0.0,2612.65613946568,8.0,0.0,Vide,Souple
-20.97228,-68.701468333,0.0509999990463256,0.0,0.0,2616.520262649242,8.0,0.0,Vide,Souple
-20.97228,-68.701468333,0.0509999990463256,0.0,-0.0020469538571290464,2621.6838469650033,8.0,0.0,Vide,Souple
-20.972228333,-68.701493333,1.6460000276565552,0.26793587968834726,0.04335388416690665,2625.739283444939,8.0,0.0,Vide,Souple
-20.971473333,-68.701953333,5.658999919891357,0.3314538626449752,0.05630806175175715,2625.739283444939,9.0,1.0,Plein,Souple
-20.970193333,-68.702798333,4.526999950408936,-0.5250100032762278,-0.04732863829262137,2625.739283444939,9.0,1.0,Plein,Souple
-20.96963,-68.703391667,3.240999937057495,-0.030781539720806744,0.0062049159004669615,2624.970828608271,9.0,1.0,Plein,Souple
-20.96901,-68.704048333,4.373000144958496,0.061812364628660806,0.016487406387333054,2624.029182939546,9.0,1.0,Plein,Souple
-20.96852,-68.704465,3.858000040054321,0.030646775771756042,-0.029043288823607193,2623.532204076328,9.0,1.0,Plein,Souple
-20.968691667,-68.70338,4.835999965667725,0.07214431519566783,0.06810934998162223,2623.6590855233367,9.0,1.0,Plein,Souple
-20.9695,-68.702343333,8.024999618530273,0.24694811573697656,-0.013448820496766569,2623.8442576198904,9.0,1.0,Plein,Souple
-20.971266667,-68.700223333,9.979999542236328,-0.020682859533061523,-0.03109611941933408,2624.0967870695536,9.0,1.0,Plein,Souple
-20.973001667,-68.698751667,7.613999843597412,-0.5084712411072105,-0.07335408689899262,2624.2729361161346,9.0,1.0,Plein,Souple
-20.973826667,-68.698303333,2.8289999961853027,-0.05111945720492745,-0.0019691355039741067,2624.2729361161346,9.0,1.0,Plein,Souple
-20.974588333,-68.698776667,3.2920000553131104,-0.13286989055616685,0.0020682718122956266,2624.2729361161346,9.0,1.0,Plein,Souple
-20.974725,-68.698303333,4.013000011444092,0.0,-0.004074435227335503,2623.0079019786563,9.0,1.0,Plein,Souple
-20.97395,-68.69781,4.783999919891357,0.2360805964242351,0.024643503729243052,2621.053749775975,9.0,1.0,Plein,Souple
-20.973045,-68.697995,3.240999937057495,-0.1341757201331243,-0.014607578430371774,2620.7864791382126,9.0,1.0,Plein,Souple
-20.971843333,-68.698245,3.703999996185303,-0.10166138044829003,-0.007780431007219116,2621.820681124675,9.0,1.0,Plein,Souple
-20.971065,-68.698933333,3.806999921798706,-0.08161239322116708,-0.003929241276346046,2622.1331116436013,9.0,1.0,Plein,Souple
-20.97041,-68.699531667,3.9609999656677246,0.010187751066418253,-0.00417609329234534,2622.1331116436013,9.0,1.0,Plein,Souple
-20.969795,-68.700113333,4.321000099182129,0.17638750472987824,0.046002455041146625,2622.6666666666665,9.0,1.0,Plein,Souple
-20.969125,-68.700715,3.6010000705718994,-0.1254064806727087,-0.038077419092906725,2624.0921234905704,9.0,1.0,Plein,Souple
-20.96848,-68.701368333,3.447000026702881,-0.07184192453792901,0.00637270074588924,2625.5216880948046,9.0,1.0,Plein,Souple
-20.967913333,-68.701963333,3.3949999809265137,-0.02036779260553511,2.6464646620956326e-05,2626.227859640701,9.0,1.0,Plein,Souple
-20.96723,-68.702273333,0.0509999990463256,-0.9274959810553584,-0.17967480545028083,2626.9149366448255,9.0,1.0,Plein,Souple
-20.96723,-68.702273333,0.0509999990463256,0.009951219326112311,0.0019417013319243536,2626.298893754915,9.0,1.0,Plein,Souple
-20.967213333,-68.702361667,0.1539999991655349,0.02064542059495019,0.0392188342398073,2624.735523162067,9.0,1.0,Plein,Souple
-20.967993333,-68.701055,4.835999965667725,-0.17955114378252973,-0.02413466582474456,2624.132592568191,9.0,1.0,Plein,Souple
-20.968748333,-68.700083333,8.333999633789062,0.45090609508252766,0.014925669437914187,2625.315664420413,9.0,1.0,Plein,Souple
-20.970463333,-68.69729,5.349999904632568,-0.44151694558864474,0.005949951147016572,2627.290792536359,9.0,1.0,Plein,Souple
-20.971545,-68.696586667,3.344000101089477,-0.06120024039241374,-0.006008824686749414,2629.717740879391,9.0,1.0,Plein,Souple
-20.972345,-68.696123333,3.549999952316284,0.08084770901556243,0.011797332086630242,2628.696880037296,9.0,1.0,Plein,Souple
-20.973116667,-68.695776667,3.549999952316284,-0.010200023651123047,-0.012326175254998855,2626.461807429084,9.0,1.0,Plein,Souple
-20.973908333,-68.695468333,3.703999996185303,0.03074466944778856,0.014432650052031048,2624.480493391342,9.0,1.0,Plein,Souple
-20.974721667,-68.695198333,3.190000057220459,-0.04147277571327336,0.012501667149544916,2622.928429175946,9.0,1.0,Plein,Souple
-20.975228333,-68.694773333,3.703999996185303,0.07178462364213746,0.020451867111133698,2621.371346811973,9.0,1.0,Plein,Souple
-20.974363333,-68.695025,3.9609999656677246,0.0,0.03057444374755001,2622.0628895389113,9.0,1.0,Plein,Souple
-20.973566667,-68.695171667,3.447000026702881,0.07142859508120722,0.01826455836152455,2622.7998206814577,9.0,1.0,Plein,Souple
-20.972715,-68.695291667,3.6010000705718994,-0.07144272527148916,-0.016205001112610952,2623.582440869154,9.0,1.0,Plein,Souple
-20.971818333,-68.695426667,3.703999996185303,-0.11301916860659468,-0.022567725824879956,2624.4286110181097,9.0,1.0,Plein,Souple
-20.97107,-68.695596667,3.6530001163482666,0.02114993047430462,-0.010327062323790454,2625.067240451856,9.0,1.0,Plein,Souple
-20.970081667,-68.695683333,3.703999996185303,-0.10263577267092694,0.018775206659230843,2625.067240451856,9.0,1.0,Plein,Souple
-20.969223333,-68.696358333,3.6530001163482666,0.028682496030732172,0.0018192415597523537,2625.2851973170327,9.0,1.0,Plein,Souple
-20.968315,-68.69736,7.973999977111816,0.320858268818972,0.02238824421612643,2626.9002885226664,9.0,1.0,Plein,Souple
-20.966628333,-68.698958333,7.202000141143799,-0.37950963138358385,-0.009511999590257617,2628.0213702391966,9.0,1.0,Plein,Souple
-20.965795,-68.699628333,3.0350000858306885,-0.047920934832016926,-9.869088487706994e-06,2628.2574616520446,9.0,1.0,Plein,Souple
-20.965045,-68.700328333,4.526999950408936,0.10304729812440411,-0.002008224893141229,2628.454227591113,9.0,1.0,Plein,Souple
-20.964378333,-68.701098333,3.910000085830689,-0.0616369522939068,5.577934465830234e-07,2628.2502404360766,9.0,1.0,Plein,Souple
-20.96407,-68.70203,3.9609999656677246,0.0,0.01845801097934339,2628.0466200466194,9.0,1.0,Plein,Souple
-20.96376,-68.702931667,3.703999996185303,-0.05098194067988871,0.0021607442408690686,2627.3674018247675,9.0,1.0,Plein,Souple
-20.963483333,-68.703765,4.373000144958496,0.09267415019120007,1.4839544610536118e-05,2626.5531158797007,9.0,1.0,Plein,Souple
-20.963263333,-68.704665,3.447000026702881,-0.08226581447455586,-0.022621421421908806,2626.5839160802648,9.0,1.0,Plein,Souple
-20.96306,-68.705453333,5.556000232696533,0.39351855628910115,0.05424686839124089,2628.008688288718,9.0,1.0,Plein,Souple
-20.962808333,-68.707293333,9.36299991607666,0.11349508442752339,0.004201033100881544,2629.4376823606044,9.0,1.0,Plein,Souple
-20.962866667,-68.709511667,6.8420000076293945,-0.3271715248501022,-0.02238167223666085,2629.2689373568714,9.0,1.0,Plein,Souple
-20.962666667,-68.710513333,4.88700008392334,0.09076657344458287,-0.018274670865804577,2629.0646812405494,9.0,1.0,Plein,Souple
-20.961686667,-68.710623333,5.76200008392334,-0.010089044032067038,-0.019112755733585812,2629.1136485902166,9.0,1.0,Plein,Souple
-20.960791667,-68.70969,3.910000085830689,-0.15423087331212373,-0.010173787158658873,2629.3170489174045,9.0,1.0,Plein,Souple
-20.96017,-68.709341667,2.88100004196167,-0.07290398901130789,-0.021012462317434512,2629.8861232091544,9.0,1.0,Plein,Souple
-20.959778333,-68.70887,1.440000057220459,-0.22776660307238572,-0.016906506437078906,2631.518346459582,9.0,1.0,Plein,Souple
-20.960053333,-68.708386667,2.88100004196167,-0.22749195205544268,-0.07462178255103818,2633.148744029863,9.0,1.0,Plein,Souple
-20.960046667,-68.708398333,2.1610000133514404,0.3517699054573494,0.05427949097996546,2630.190314773543,9.0,1.0,Plein,Souple
-20.959856667,-68.708365,0.0,0.0,0.0183289563667387,2626.470926535575,9.0,1.0,Plein,Souple
-20.959856667,-68.708365,0.0,0.0,0.0,2620.9186900912273,9.0,1.0,Plein,Souple
-20.959856667,-68.708365,0.0,0.0,0.0,2613.1917696481505,9.0,1.0,Plein,Souple
-20.959856667,-68.708365,0.5139999985694885,0.0726685506017687,0.01260435237906181,2605.834066146205,9.0,1.0,Plein,Souple
-20.960385,-68.708551667,1.955000042915344,-0.24650698935249277,-0.07597920300657306,2604.8158190382205,10.0,0.0,Vide,Souple
-20.96041,-68.70857,0.0,0.0,0.0,2603.798956142459,10.0,0.0,Vide,Souple
-20.96041,-68.70857,0.0,0.0,0.0,2603.6637600362556,10.0,0.0,Vide,Souple
-20.96041,-68.70857,0.0,0.0,0.0,2603.989645476574,10.0,0.0,Vide,Souple
-20.96041,-68.70857,0.0,0.0,0.0,2604.6190298570473,10.0,0.0,Vide,Souple
-20.960611667,-68.708805,4.989999771118164,0.40208455931652776,-0.022657166591815596,2606.1249035023798,10.0,0.0,Vide,Souple
-20.961756667,-68.709905,7.304999828338623,0.20551224520115347,0.04311421712297922,2607.7524146638957,10.0,0.0,Vide,Souple
-20.962371667,-68.711121667,6.738999843597412,-0.041142466410931354,-0.022576759561893766,2607.4484667871734,10.0,0.0,Vide,Souple
-20.961458333,-68.712428333,7.973999977111816,-0.05112392520742226,-0.07573491705144048,2607.0413959331013,10.0,0.0,Vide,Souple
-20.961606667,-68.713758333,8.333999633789062,0.17524524690862833,-0.04062872789968349,2607.4810174578392,10.0,0.0,Vide,Souple
-20.963535,-68.714543333,9.77400016784668,0.08188887176662323,0.006008726441181143,2608.543383698352,10.0,0.0,Vide,Souple
-20.963798333,-68.716275,8.847999572753906,0.2059293727924371,0.04534659705454834,2609.3465695144014,10.0,0.0,Vide,Souple
-20.964113333,-68.718658333,11.21500015258789,0.06216053469839283,-0.012200783047458195,2608.9393450351604,10.0,0.0,Vide,Souple
-20.96718,-68.722066667,15.741999626159668,0.003398390186057566,-0.02168824426051954,2608.188794888096,10.0,0.0,Vide,Souple
-20.966958333,-68.725585,12.654999732971191,-0.40188223679012375,-0.030924877077232182,2606.7618546917693,10.0,0.0,Vide,Souple
-20.969483333,-68.72451,13.427000045776367,-0.05132813482101667,-0.02256635065771204,2605.2168728670677,10.0,0.0,Vide,Souple
-20.970815,-68.722898333,9.517000198364258,0.0,-0.08345651237334478,2604.315516651181,10.0,0.0,Vide,Souple
-20.971946667,-68.720218333,10.699999809265137,-0.4231001632882735,-0.08689968221887892,2603.3374737150957,10.0,0.0,Vide,Souple
-20.973658333,-68.719461667,7.047999858856201,-0.1428855451723006,-0.014101588713013508,2603.68109449765,10.0,0.0,Vide,Souple
-20.975365,-68.719055,9.105999946594238,0.30014084010535313,0.03977767538789285,2604.617538592681,10.0,0.0,Vide,Souple
-20.977975,-68.718341667,15.741999626159668,0.35998393641129156,-0.014758764351438412,2605.0159675191267,10.0,0.0,Vide,Souple
-20.980091667,-68.716363333,9.826000213623049,-0.2399593614792356,0.0076755836980394385,2603.875091990157,10.0,0.0,Vide,Souple
-20.980866667,-68.71625,7.098999977111816,0.15478817842076817,-0.003931756129145839,2602.7320778707394,10.0,0.0,Vide,Souple
-20.980063333,-68.718241667,10.031999588012695,0.05165153675216515,-0.007974457948022661,2603.098293311947,10.0,0.0,Vide,Souple
-20.979155,-68.720138333,8.437000274658203,0.041060460376442835,0.016295774938846028,2603.7100102694512,10.0,0.0,Vide,Souple
-20.979108333,-68.721633333,8.590999603271484,0.4093892244286704,0.0013888971447625017,2604.1329241848503,10.0,0.0,Vide,Souple
-20.979581667,-68.72391,10.597999572753906,0.18590637449245706,0.03522087194056071,2604.3365119728755,10.0,0.0,Vide,Souple
-20.979908333,-68.725711667,1.2860000133514404,-0.21734753506429985,0.1982793073652525,2604.540499127912,10.0,0.0,Vide,Souple
-20.978995,-68.72586,4.578999996185303,-0.3073705631703326,-0.08180062388568246,2604.7445596356465,10.0,0.0,Vide,Souple
-20.978228333,-68.724966667,4.835999965667725,-0.08238128783592635,-0.006235608009270456,2604.9481800251033,10.0,0.0,Vide,Souple
-20.978066667,-68.724395,3.6530001163482666,0.010224153780453334,0.03031195197466465,2604.613086211355,10.0,0.0,Vide,Souple
-20.977968333,-68.724266667,0.7200000286102295,-0.16502906679611803,-0.03309185225081697,2604.0039855265295,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2603.413604657865,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2602.882974824718,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2602.351458842131,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2602.2777261840756,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2602.2777261840756,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2602.2777261840756,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2602.2777261840756,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2602.246648636673,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2601.7154348521954,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2601.186365401178,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2601.1408471346913,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2601.343755597896,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2601.3585996292013,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.8293088179303,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.2988365983556,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.2246203427903,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.2246203427903,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.13154939206,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.9281296282047,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.7363152497683,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.7363152497683,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.7363152497683,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.387703581444,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2598.8603414888166,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2598.5511727739827,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2598.876430202151,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.2021714126417,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.7019646577282,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.2308895635324,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.5178562704573,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.5178562704573,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.5178562704573,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.5178562704573,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.5178562704573,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.17011257729,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.641614439141,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.330987313398,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.6568096047663,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.9821914807417,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.4819312274,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2601.011887461407,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2601.0586892091314,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.5293069060326,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.0293126190822,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.0293126190822,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.0293126190822,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.760988162001,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.353852164606,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.241515634861,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.9750974316244,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.708743665179,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.4610847711683,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2600.0538475314206,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.833813969402,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.833813969402,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.8218306526546,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.6179920822456,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.4143408768755,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.2106896715054,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2599.0073806148885,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2598.8562490835325,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2598.8562490835325,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2598.8562490835325,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2598.6812894086056,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2598.477597471887,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2598.0321790709336,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2597.299652921993,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2596.6095070594556,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2596.6095070594556,10.0,0.0,Vide,Souple
-20.977968333,-68.72426,0.0,0.0,0.0,2596.6095070594556,10.0,0.0,Vide,Souple
