Latitude_dd,Longitude_dd,Speed_mps,acceleration,jerk,normalized_pressure,phaseNb,RatioPayload,Etat_Charge,Alerte_Conduite
-20.972255,-68.71309,3.447000026702881,0.030851904102583767,0.006140904273856165,2628.9034115887875,3.0,1.0,Plein,Souple
-20.971398333,-68.713166667,3.497999906539917,0.0,0.012350336352977892,2629.2618779835466,3.0,1.0,Plein,Souple
-20.970708333,-68.713351667,2.931999921798706,-0.020550711733234146,0.006237789067890653,2629.337325363394,3.0,1.0,Plein,Souple
-20.971768333,-68.713635,5.401999950408936,-0.2797582872662872,-0.05634607828168338,2629.467103372694,3.0,1.0,Plein,Souple
-20.972606667,-68.713686667,3.2920000553131104,0.020234080605251187,0.012178230391811602,2629.7998914524665,3.0,1.0,Plein,Souple
-20.973916667,-68.713858333,3.086999893188477,-0.06182985242370319,-0.006195996778879922,2629.475698346625,3.0,1.0,Plein,Souple
-20.975093333,-68.713956667,3.190000057220459,-0.013563578525038604,-0.0019214615651056836,2626.704316946133,3.0,1.0,Plein,Souple
-20.97668,-68.713316667,4.2179999351501465,-0.03077232710499302,-0.0020358273072890597,2631.791591413929,3.0,1.0,Plein,Souple
-20.976676667,-68.71424,5.9679999351501465,0.051869702088937895,-0.024919595735825067,2634.194787456294,3.0,1.0,Plein,Souple
-20.97583,-68.714661667,3.6530001163482666,0.0820064023738593,0.03472134376460741,2632.349162965493,3.0,1.0,Plein,Souple
-20.974993333,-68.71487,3.755000114440918,-0.08248242086639353,-0.02869531612210966,2630.5217677825176,3.0,1.0,Plein,Souple
-20.974311667,-68.715021667,3.497999906539917,0.16274470376715033,0.028138430042693893,2630.6927375680607,3.0,1.0,Plein,Souple
-20.973398333,-68.715166667,3.6530001163482666,-0.11320373190286642,-0.01446288297080368,2631.300405095417,3.0,1.0,Plein,Souple
-20.972495,-68.715213333,3.6010000705718994,-0.05097183237121037,0.0021402351033579458,2631.91187954356,3.0,1.0,Plein,Souple
-20.971828333,-68.715381667,2.572000026702881,0.0,0.018809613757250248,2632.5207428391823,3.0,1.0,Plein,Souple
-20.971106667,-68.715685,3.6530001163482666,-0.03031492136528424,-0.008020077154990056,2633.106422960222,3.0,1.0,Plein,Souple
-20.970285,-68.716063333,3.806999921798706,-0.02074942874879485,0.010163795802700644,2632.497754891307,3.0,1.0,Plein,Souple
-20.969333333,-68.71612,4.47599983215332,0.04051127820676972,0.014068998482272674,2631.8877202416907,3.0,1.0,Plein,Souple
-20.968533333,-68.71591,3.549999952316284,-0.10375457767041081,-0.022989043736028437,2631.532780860133,3.0,1.0,Plein,Souple
-20.969058333,-68.716463333,3.806999921798706,0.0,-0.020617383141193747,2631.33259355234,3.0,1.0,Plein,Souple
-20.969803333,-68.716776667,3.190000057220459,-0.020622724635512662,0.0020943551276855696,2631.133229832759,3.0,1.0,Plein,Souple
-20.970556667,-68.716915,3.703999996185303,0.02040006439048788,-0.004172179147116722,2630.9328124666818,3.0,1.0,Plein,Souple
-20.971011667,-68.717831667,5.144000053405762,-0.103851558733017,-0.02711346172339947,2630.7337694095254,3.0,1.0,Plein,Souple
-20.971046667,-68.718666667,3.3949999809265137,0.06105056444714312,0.012101202459672179,2631.0248573681793,3.0,1.0,Plein,Souple
-20.970888333,-68.719536667,3.549999952316284,-0.051451446520635165,-0.020529505997471494,2631.423181764915,3.0,1.0,Plein,Souple
-20.970863333,-68.720578333,5.196000099182129,0.04123305359712852,-2.8159647823995375e-05,2632.322626185804,3.0,1.0,Plein,Souple
-20.97067,-68.721705,4.321000099182129,-0.03112444425251802,-6.88467621035301e-05,2633.9232327719724,3.0,1.0,Plein,Souple
-20.970685,-68.722641667,2.983999967575073,-0.04108498048524419,0.026921165453000256,2635.469998529749,3.0,1.0,Plein,Souple
-20.971096667,-68.723916667,6.585000038146973,0.041407006065464616,0.020712914096190863,2634.150434164138,3.0,1.0,Plein,Souple
-20.971296667,-68.725336667,7.511000156402588,0.1028766158621413,-0.0101847528262286,2632.829601443973,3.0,1.0,Plein,Souple
-20.971473333,-68.72656,4.116000175476074,-0.02025814457503511,0.016433332137358456,2632.6380351874072,3.0,1.0,Plein,Souple
-20.971541667,-68.727491667,3.447000026702881,-0.0410277023305286,-0.0040878691724528975,2633.1453973338535,3.0,1.0,Plein,Souple
-20.971703333,-68.728331667,3.858000040054321,0.020699342662322914,0.002114899715003621,2633.4326877733865,3.0,1.0,Plein,Souple
-20.971948333,-68.72925,3.806999921798706,0.0,0.006210848891241274,2632.924614208823,3.0,1.0,Plein,Souple
-20.972306667,-68.730335,6.48199987411499,0.1948932290930972,0.004003203315288753,2632.4158902060262,3.0,1.0,Plein,Souple
-20.972686667,-68.73156,3.3949999809265137,-0.16387892893369543,0.018124864412985307,2633.15588565556,3.0,1.0,Plein,Souple
-20.972651667,-68.732405,4.47599983215332,0.12444619052150303,0.018862424532964828,2634.168943203083,3.0,1.0,Plein,Souple
-20.972591667,-68.733658333,5.813000202178955,0.14294228220779678,0.036657267944115564,2634.422882417028,3.0,1.0,Plein,Souple
-20.972698333,-68.734741667,2.88100004196167,-0.06267749006452197,0.026669342178225745,2633.611200542205,3.0,1.0,Plein,Souple
-20.97283,-68.735505,3.910000085830689,0.09280417949817224,0.026914796927390232,2632.8131290957276,3.0,1.0,Plein,Souple
-20.973031667,-68.73641,3.755000114440918,-0.06134604305857576,-0.024502515432956215,2632.914837309397,3.0,1.0,Plein,Souple
-20.973228333,-68.737181667,3.2920000553131104,-0.020456787260691795,-0.0040629169636482295,2633.0164357613535,3.0,1.0,Plein,Souple
-20.973455,-68.737983333,4.166999816894531,0.030488974285108883,-0.010379148800768349,2632.364875519521,3.0,1.0,Plein,Souple
-20.974015,-68.738816667,4.2179999351501465,-0.12379808639473798,-0.0372438170270293,2631.2488576678534,3.0,1.0,Plein,Souple
-20.974516667,-68.737666667,6.224999904632568,0.14616317656415975,0.07303507215366277,2630.809551690652,3.0,1.0,Plein,Souple
-20.975358333,-68.736221667,7.151000022888184,0.010346208822037656,0.004132757287756148,2632.8487568499277,3.0,1.0,Plein,Souple
-20.976678333,-68.735828333,4.939000129699707,-0.1865054608177205,-0.027356501118668393,2634.8781241361366,3.0,1.0,Plein,Souple
-20.97754,-68.735523333,3.344000101089477,-0.03047690461072645,0.022638495499769082,2629.604842494951,3.0,1.0,Plein,Souple
-20.977471667,-68.735413333,0.0,-0.05117483227380593,0.04912166625512404,2622.687854709791,3.0,1.0,Plein,Souple
-20.977471667,-68.735413333,0.0,0.0,0.0,2616.296957560596,3.0,1.0,Plein,Souple
-20.977471667,-68.735413333,0.0,0.0,0.006203698633801001,2610.6022082086606,3.0,1.0,Plein,Souple
-20.977538333,-68.735703333,2.469000101089477,-0.051517552378058926,-0.0492666029570529,2605.044026543603,4.0,0.0,Vide,Souple
-20.976755,-68.736198333,6.224999904632568,0.11374597602772134,0.008606101880074667,2607.2808917622647,4.0,0.0,Vide,Souple
-20.975523333,-68.736808333,5.864999771118164,-0.10204494689423955,-0.018177277954416426,2609.51471617074,4.0,0.0,Vide,Souple
-20.975395,-68.736985,0.0,0.0,0.0,2610.058641070621,4.0,0.0,Vide,Souple
-20.975395,-68.736985,0.0,0.0,0.0,2609.550282941932,4.0,0.0,Vide,Souple
-20.975395,-68.736985,0.0,0.0,0.0,2609.1033860238153,4.0,0.0,Vide,Souple
-20.975395,-68.736985,0.0,0.0,0.0,2608.877273038718,4.0,0.0,Vide,Souple
-20.975131667,-68.737413333,4.116000175476074,0.19579582377531013,0.03309807733061639,2608.6519910375364,4.0,0.0,Vide,Souple
-20.974613333,-68.738285,5.505000114440918,0.3822092196441061,0.1010107066441172,2609.7098938166523,4.0,0.0,Vide,Souple
-20.973598333,-68.738915,5.658999919891357,-0.031123743676703633,0.04107243620161169,2611.0475406051587,4.0,0.0,Vide,Souple
-20.972846667,-68.73728,9.413999557495115,0.1647647515108073,0.032985935419677315,2612.3404556351043,4.0,0.0,Vide,Souple
-20.972361667,-68.73491,9.260000228881836,-0.24049594940466157,-0.027993792506428535,2613.5593931348844,4.0,0.0,Vide,Souple
-20.972305,-68.732423333,10.031999588012695,-0.11261440154470191,-0.022406367097465355,2614.7200351174197,4.0,0.0,Vide,Souple
-20.972021667,-68.730191667,10.803000450134276,0.17606779848250634,0.02738579297031208,2612.280501481632,4.0,0.0,Vide,Souple
-20.971345,-68.727793333,10.185999870300291,-0.060493346287347476,-0.011842863314994054,2609.841162989804,4.0,0.0,Vide,Souple
-20.970995,-68.72539,9.67199993133545,0.05119055075259888,0.04267902773937877,2608.4070117262304,4.0,0.0,Vide,Souple
-20.970071667,-68.72417,5.041999816894531,-0.22615478071449677,0.018898769578920078,2607.5916548774735,4.0,0.0,Vide,Souple
-20.968741667,-68.725775,13.118000030517578,0.2600081455666456,-0.01849553356766789,2606.645234726897,4.0,0.0,Vide,Souple
-20.966886667,-68.726383333,8.437000274658203,0.08251565263564026,0.018603369243381265,2605.2162544514363,4.0,0.0,Vide,Souple
-20.96668,-68.724195,9.826000213623049,-0.09410555623828915,-0.012975244821454549,2603.7974616684387,4.0,0.0,Vide,Souple
-20.966918333,-68.722021667,9.619999885559082,-0.020303506430957026,-0.010110247806127001,2602.641286498695,4.0,0.0,Vide,Souple
-20.96496,-68.720793333,11.369000434875488,0.051793624076182085,-0.022667878185458953,2601.5477544392033,4.0,0.0,Vide,Souple
-20.963656667,-68.718451667,11.369000434875488,-0.020424288626894778,0.002067246935246958,2601.452961596151,4.0,0.0,Vide,Souple
-20.96352,-68.715883333,8.590999603271484,-0.49898994812830544,-0.0924999671070586,2602.751357054053,4.0,0.0,Vide,Souple
-20.963265,-68.714606667,6.48199987411499,0.05232084132248341,0.0021929685046899144,2604.0208934516577,4.0,0.0,Vide,Souple
-20.961848333,-68.714195,6.585000038146973,-0.07211541331738781,-0.039121337485456965,2603.532202753792,4.0,0.0,Vide,Souple
-20.96102,-68.713113333,7.820000171661377,0.4395233882466319,0.10352274550152794,2603.044151007995,4.0,0.0,Vide,Souple
