Cluster,Size,Avg_Pressure_Pa_1,Avg_Pressure_Pa_2,Avg_Pressure_Pa_3,Avg_Pressure_Pa_4,Avg_Pressure_Pa_5,Avg_Pressure_Pa_6,Avg_Temperature_K_1,Avg_Temperature_K_2,Avg_Temperature_K_3,Avg_Temperature_K_4,Avg_Temperature_K_5,Avg_Temperature_K_6,Avg_ColdPressure_Pa_1,Avg_ColdPressure_Pa_2,Avg_ColdPressure_Pa_3,Avg_ColdPressure_Pa_4,Avg_ColdPressure_Pa_5,Avg_ColdPressure_Pa_6,Avg_Latitude_dd,Avg_Longitude_dd,Avg_Altitude_m,Avg_Speed_mps,Avg_epsilonX,Avg_epsilonY,Avg_epsilonZ,Avg_epsilonSpeed,Avg_AtmosphericPressure_Pa,Avg_dt_s,Avg_dd_m,Avg_RatioPayload
0,51066,923139.0409146624,914863.9565770072,786718.8282806907,731495.9973163147,759776.3193090373,766175.8222170043,317.4354517889287,313.7836684691355,317.868488202599,319.7285621751788,315.76543329829815,313.88036419848794,838223.9679459742,841203.6488990602,711774.9464066499,656955.9167579589,692379.490026859,703544.654364387,-20.96599702394719,-68.70867236535014,4578.720802065395,1.7904922156044587,8.822304798107247,8.309492339493268,28.708915197942183,1.6810108488736746,58993.05922496975,65529.93744283866,8.898987733464285,0.1629327902240326
1,150246,989701.942166542,970714.7706007222,838846.4320232321,780800.7001106683,808266.344826598,834775.7199977969,336.5899655461959,332.2121268525673,334.53962052339983,336.65856764539524,332.0796153288177,333.2572061693235,842182.7592716145,837905.2506135384,716660.257000195,661302.941240123,695919.5595614981,716272.3770802997,-20.968421755154882,-68.7100001498651,4533.241205973311,3.780057959683078,8.97504710008905,8.609554000742042,30.21515462854369,2.9983596924770795,59318.34338394978,5.986462188682961,18.968173545654242,0.4131091676317506
