Latitude,Longitude,Cluster_ID,Trajet_Index,Vitesse_kmh,Charge_Norm,Description
-20.959826667,-68.709145,Cluster 1 (BLEU),75,8.5,2620.28,Trajet 75 | État: Chargé. Identifié par IA.
-20.958075,-68.708851667,Cluster 1 (BLEU),75,0.4,2593.97,Trajet 75 | État: Chargé. Identifié par IA.
-20.95811,-68.708845,Cluster 1 (BLEU),76,6.1,2593.05,Trajet 76 | État: Vide. Identifié par IA.
-20.959483333,-68.714906667,Cluster 1 (BLEU),76,0.0,2584.04,Trajet 76 | État: Vide. Identifié par IA.
-20.97294,-68.702346667,Cluster 1 (BLEU),76,4.6,2613.93,Trajet 76 | État: Vide. Identifié par IA.
-20.973013333,-68.702308333,Cluster 2 (VERT),77,8.2,2614.86,Trajet 77 | État: Chargé. Identifié par IA.
-20.972166667,-68.695386667,Cluster 2 (VERT),77,14.6,2613.31,Trajet 77 | État: Chargé. Identifié par IA.
-20.959448333,-68.708468333,Cluster 2 (VERT),77,1.9,2590.95,Trajet 77 | État: Chargé. Identifié par IA.
-20.959373333,-68.708578333,Cluster 2 (VERT),78,8.9,2590.05,Trajet 78 | État: Vide. Identifié par IA.
-20.957463333,-68.707618333,Cluster 2 (VERT),78,0.0,2576.2,Trajet 78 | État: Vide. Identifié par IA.
-20.970443333,-68.711956667,Cluster 2 (VERT),78,6.3,2598.16,Trajet 78 | État: Vide. Identifié par IA.
-20.97053,-68.711905,Cluster 1 (BLEU),79,9.1,2598.54,Trajet 79 | État: Chargé. Identifié par IA.
-20.966508333,-68.715118333,Cluster 1 (BLEU),79,12.0,2605.22,Trajet 79 | État: Chargé. Identifié par IA.
-20.952916667,-68.716016667,Cluster 1 (BLEU),79,0.0,2591.07,Trajet 79 | État: Chargé. Identifié par IA.
-20.952916667,-68.716016667,Cluster 1 (BLEU),80,0.0,2589.18,Trajet 80 | État: Vide. Identifié par IA.
-20.955216667,-68.727466667,Cluster 1 (BLEU),80,0.0,2572.31,Trajet 80 | État: Vide. Identifié par IA.
-20.972411667,-68.702736667,Cluster 1 (BLEU),80,3.5,2611.38,Trajet 80 | État: Vide. Identifié par IA.
-20.972516667,-68.702711667,Cluster 1 (BLEU),81,9.8,2611.78,Trajet 81 | État: Chargé. Identifié par IA.
-20.971633333,-68.696588333,Cluster 1 (BLEU),81,12.8,2612.56,Trajet 81 | État: Chargé. Identifié par IA.
-20.95849,-68.708858333,Cluster 1 (BLEU),81,1.9,2581.22,Trajet 81 | État: Chargé. Identifié par IA.
-20.958635,-68.708836667,Cluster 1 (BLEU),82,9.3,2581.46,Trajet 82 | État: Vide. Identifié par IA.
-20.980475,-68.68874,Cluster 1 (BLEU),82,23.7,2586.19,Trajet 82 | État: Vide. Identifié par IA.
-20.986091667,-68.696843333,Cluster 1 (BLEU),82,6.3,2615.58,Trajet 82 | État: Vide. Identifié par IA.
-20.98602,-68.696776667,Cluster 0 (ROUGE),83,7.2,2617.24,Trajet 83 | État: Chargé. Identifié par IA.
-20.981851667,-68.6897,Cluster 0 (ROUGE),83,28.3,2614.81,Trajet 83 | État: Chargé. Identifié par IA.
-21.008473333,-68.702478333,Cluster 0 (ROUGE),83,1.1,2604.81,Trajet 83 | État: Chargé. Identifié par IA.
-21.008838333,-68.702248333,Cluster 0 (ROUGE),84,0.4,2602.59,Trajet 84 | État: Vide. Identifié par IA.
-20.981793333,-68.689443333,Cluster 0 (ROUGE),84,14.6,2584.97,Trajet 84 | État: Vide. Identifié par IA.
-20.986086667,-68.6972,Cluster 0 (ROUGE),84,2.0,2603.72,Trajet 84 | État: Vide. Identifié par IA.
-20.985963333,-68.697213333,Cluster 0 (ROUGE),85,9.8,2604.58,Trajet 85 | État: Chargé. Identifié par IA.
-20.98818,-68.689625,Cluster 0 (ROUGE),85,18.7,2609.58,Trajet 85 | État: Chargé. Identifié par IA.
-21.008873333,-68.70221,Cluster 0 (ROUGE),85,5.7,2583.48,Trajet 85 | État: Chargé. Identifié par IA.
-21.008766667,-68.702221667,Cluster 0 (ROUGE),86,10.0,2582.96,Trajet 86 | État: Vide. Identifié par IA.
-20.985966667,-68.688615,Cluster 0 (ROUGE),86,28.3,2581.46,Trajet 86 | État: Vide. Identifié par IA.
-20.986011667,-68.697206667,Cluster 0 (ROUGE),86,6.5,2610.65,Trajet 86 | État: Vide. Identifié par IA.
-20.98588,-68.697183333,Cluster 3 (ORANGE),87,14.1,2610.86,Trajet 87 | État: Chargé. Identifié par IA.
-20.985618333,-68.695541667,Cluster 3 (ORANGE),87,0.0,2610.37,Trajet 87 | État: Chargé. Identifié par IA.
-21.006713333,-68.70137,Cluster 3 (ORANGE),87,0.0,2598.36,Trajet 87 | État: Chargé. Identifié par IA.
-21.006713333,-68.70137,Cluster 0 (ROUGE),88,0.0,2596.55,Trajet 88 | État: Vide. Identifié par IA.
-20.98333,-68.690113333,Cluster 0 (ROUGE),88,40.0,2585.04,Trajet 88 | État: Vide. Identifié par IA.
-20.986158333,-68.697165,Cluster 0 (ROUGE),88,5.0,2610.26,Trajet 88 | État: Vide. Identifié par IA.
-20.986091667,-68.697195,Cluster 1 (BLEU),89,6.3,2610.98,Trajet 89 | État: Chargé. Identifié par IA.
-20.991411667,-68.690386667,Cluster 1 (BLEU),89,30.0,2615.59,Trajet 89 | État: Chargé. Identifié par IA.
-21.008531667,-68.702045,Cluster 1 (BLEU),89,5.6,2587.77,Trajet 89 | État: Chargé. Identifié par IA.
-21.008481667,-68.701953333,Cluster 1 (BLEU),90,8.9,2586.75,Trajet 90 | État: Vide. Identifié par IA.
-20.95858,-68.707156667,Cluster 1 (BLEU),90,0.0,2583.76,Trajet 90 | État: Vide. Identifié par IA.
-20.969133333,-68.710855,Cluster 1 (BLEU),90,5.4,2606.26,Trajet 90 | État: Vide. Identifié par IA.
-20.969148333,-68.710761667,Cluster 0 (ROUGE),91,7.8,2606.53,Trajet 91 | État: Chargé. Identifié par IA.
-20.970943333,-68.715666667,Cluster 0 (ROUGE),91,13.5,2608.99,Trajet 91 | État: Chargé. Identifié par IA.
-20.95343,-68.716061667,Cluster 0 (ROUGE),91,6.1,2600.2,Trajet 91 | État: Chargé. Identifié par IA.
-20.953433333,-68.716068333,Cluster 3 (ORANGE),92,0.2,2598.24,Trajet 92 | État: Vide. Identifié par IA.
-20.968285,-68.725705,Cluster 3 (ORANGE),92,43.3,2583.33,Trajet 92 | État: Vide. Identifié par IA.
-20.97754,-68.71709,Cluster 3 (ORANGE),92,4.6,2607.96,Trajet 92 | État: Vide. Identifié par IA.
-20.977456667,-68.717063333,Cluster 3 (ORANGE),93,7.8,2608.04,Trajet 93 | État: Chargé. Identifié par IA.
-20.971701667,-68.728528333,Cluster 3 (ORANGE),93,15.6,2607.1,Trajet 93 | État: Chargé. Identifié par IA.
-20.977246667,-68.734766667,Cluster 3 (ORANGE),93,0.0,2593.86,Trajet 93 | État: Chargé. Identifié par IA.
-20.977246667,-68.734766667,Cluster 3 (ORANGE),94,0.0,2592.46,Trajet 94 | État: Vide. Identifié par IA.
-20.983838333,-68.709415,Cluster 3 (ORANGE),94,33.7,2592.32,Trajet 94 | État: Vide. Identifié par IA.
-20.983995,-68.703748333,Cluster 3 (ORANGE),94,1.1,2610.89,Trajet 94 | État: Vide. Identifié par IA.
-20.98395,-68.70364,Cluster 3 (ORANGE),95,6.9,2611.49,Trajet 95 | État: Chargé. Identifié par IA.
-20.98078,-68.716606667,Cluster 3 (ORANGE),95,34.1,2606.91,Trajet 95 | État: Chargé. Identifié par IA.
-20.984358333,-68.733176667,Cluster 3 (ORANGE),95,0.7,2588.44,Trajet 95 | État: Chargé. Identifié par IA.
-20.9843,-68.73317,Cluster 3 (ORANGE),96,8.0,2588.19,Trajet 96 | État: Vide. Identifié par IA.
-20.983601667,-68.701145,Cluster 3 (ORANGE),96,24.4,2589.35,Trajet 96 | État: Vide. Identifié par IA.
-20.983981667,-68.703628333,Cluster 3 (ORANGE),96,6.3,2610.67,Trajet 96 | État: Vide. Identifié par IA.
-20.983916667,-68.703565,Cluster 3 (ORANGE),97,7.8,2611.01,Trajet 97 | État: Chargé. Identifié par IA.
-20.98067,-68.716883333,Cluster 3 (ORANGE),97,43.3,2611.48,Trajet 97 | État: Chargé. Identifié par IA.
-20.984083333,-68.733805,Cluster 3 (ORANGE),97,1.1,2590.18,Trajet 97 | État: Chargé. Identifié par IA.
-20.98409,-68.733731667,Cluster 3 (ORANGE),98,7.8,2589.3,Trajet 98 | État: Vide. Identifié par IA.
-20.983733333,-68.701095,Cluster 3 (ORANGE),98,34.3,2587.39,Trajet 98 | État: Vide. Identifié par IA.
-20.984318333,-68.70364,Cluster 3 (ORANGE),98,5.4,2615.15,Trajet 98 | État: Vide. Identifié par IA.
-20.984266667,-68.703551667,Cluster 1 (BLEU),99,8.3,2615.24,Trajet 99 | État: Chargé. Identifié par IA.
-20.977595,-68.723183333,Cluster 1 (BLEU),99,0.0,2586.13,Trajet 99 | État: Chargé. Identifié par IA.
-20.959375,-68.708495,Cluster 1 (BLEU),99,4.4,2586.49,Trajet 99 | État: Chargé. Identifié par IA.
-20.959298333,-68.70851,Cluster 1 (BLEU),100,7.0,2585.28,Trajet 100 | État: Vide. Identifié par IA.
-20.956088333,-68.708956667,Cluster 1 (BLEU),100,8.7,2583.13,Trajet 100 | État: Vide. Identifié par IA.
-20.970341667,-68.7121,Cluster 1 (BLEU),100,3.2,2602.84,Trajet 100 | État: Vide. Identifié par IA.
-20.970405,-68.712083333,Cluster 1 (BLEU),101,6.5,2603.22,Trajet 101 | État: Chargé. Identifié par IA.
-20.969263333,-68.716113333,Cluster 1 (BLEU),101,15.7,2607.95,Trajet 101 | État: Chargé. Identifié par IA.
-20.953036667,-68.71621,Cluster 1 (BLEU),101,0.0,2588.39,Trajet 101 | État: Chargé. Identifié par IA.
-20.953036667,-68.71621,Cluster 1 (BLEU),102,0.0,2588.13,Trajet 102 | État: Vide. Identifié par IA.
-20.977198333,-68.700755,Cluster 1 (BLEU),102,35.4,2586.86,Trajet 102 | État: Vide. Identifié par IA.
-20.973413333,-68.700161667,Cluster 1 (BLEU),102,3.5,2609.47,Trajet 102 | État: Vide. Identifié par IA.
-20.973458333,-68.700225,Cluster 2 (VERT),103,7.4,2610.55,Trajet 103 | État: Chargé. Identifié par IA.
-20.961285,-68.70999,Cluster 2 (VERT),103,25.6,2615.3,Trajet 103 | État: Chargé. Identifié par IA.
-20.95987,-68.708376667,Cluster 2 (VERT),103,5.9,2581.67,Trajet 103 | État: Chargé. Identifié par IA.
-20.959951667,-68.708393333,Cluster 1 (BLEU),104,6.9,2582.12,Trajet 104 | État: Vide. Identifié par IA.
-20.960223333,-68.714738333,Cluster 1 (BLEU),104,0.0,2576.33,Trajet 104 | État: Vide. Identifié par IA.
-20.971988333,-68.703266667,Cluster 1 (BLEU),104,0.2,2605.5,Trajet 104 | État: Vide. Identifié par IA.
-20.972035,-68.703211667,Cluster 2 (VERT),105,10.2,2605.37,Trajet 105 | État: Chargé. Identifié par IA.
-20.971023333,-68.696895,Cluster 2 (VERT),105,15.0,2608.44,Trajet 105 | État: Chargé. Identifié par IA.
-20.959411667,-68.708473333,Cluster 2 (VERT),105,4.1,2583.93,Trajet 105 | État: Chargé. Identifié par IA.
-20.959365,-68.708535,Cluster 1 (BLEU),106,7.0,2581.53,Trajet 106 | État: Vide. Identifié par IA.
-20.978233333,-68.705713333,Cluster 1 (BLEU),106,28.9,2581.82,Trajet 106 | État: Vide. Identifié par IA.
-20.973238333,-68.700176667,Cluster 1 (BLEU),106,1.7,2605.02,Trajet 106 | État: Vide. Identifié par IA.
-20.973296667,-68.700246667,Cluster 1 (BLEU),107,6.7,2606.27,Trajet 107 | État: Chargé. Identifié par IA.
-20.97205,-68.696331667,Cluster 1 (BLEU),107,10.4,2608.14,Trajet 107 | État: Chargé. Identifié par IA.
-20.95981,-68.708338333,Cluster 1 (BLEU),107,1.7,2580.95,Trajet 107 | État: Chargé. Identifié par IA.
-20.959898333,-68.708366667,Cluster 1 (BLEU),108,7.8,2581.14,Trajet 108 | État: Vide. Identifié par IA.
-20.95477,-68.727956667,Cluster 1 (BLEU),108,0.0,2580.05,Trajet 108 | État: Vide. Identifié par IA.
-20.970208333,-68.711188333,Cluster 1 (BLEU),108,3.5,2606.61,Trajet 108 | État: Vide. Identifié par IA.
-20.970286667,-68.711185,Cluster 0 (ROUGE),109,8.2,2607.57,Trajet 109 | État: Chargé. Identifié par IA.
-20.96543,-68.714635,Cluster 0 (ROUGE),109,10.4,2610.68,Trajet 109 | État: Chargé. Identifié par IA.
-20.953035,-68.716256667,Cluster 0 (ROUGE),109,0.4,2589.02,Trajet 109 | État: Chargé. Identifié par IA.
-20.953036667,-68.716213333,Cluster 0 (ROUGE),110,10.4,2588.23,Trajet 110 | État: Vide. Identifié par IA.
-20.968601667,-68.713083333,Cluster 0 (ROUGE),110,28.9,2582.79,Trajet 110 | État: Vide. Identifié par IA.
-20.9702,-68.711558333,Cluster 0 (ROUGE),110,1.3,2605.01,Trajet 110 | État: Vide. Identifié par IA.
-20.970268333,-68.711586667,Cluster 0 (ROUGE),111,8.0,2605.91,Trajet 111 | État: Chargé. Identifié par IA.
-20.967401667,-68.715485,Cluster 0 (ROUGE),111,26.3,2609.08,Trajet 111 | État: Chargé. Identifié par IA.
-20.953238333,-68.716113333,Cluster 0 (ROUGE),111,1.6,2589.9,Trajet 111 | État: Chargé. Identifié par IA.
-20.953275,-68.716128333,Cluster 0 (ROUGE),112,7.4,2588.45,Trajet 112 | État: Vide. Identifié par IA.
-20.957341667,-68.704023333,Cluster 0 (ROUGE),112,0.0,2515.16,Trajet 112 | État: Vide. Identifié par IA.
-20.954155,-68.732553333,Cluster 0 (ROUGE),112,4.4,2593.84,Trajet 112 | État: Vide. Identifié par IA.
-20.954148333,-68.732471667,Cluster 1 (BLEU),113,7.2,2593.77,Trajet 113 | État: Chargé. Identifié par IA.
-20.959513333,-68.709226667,Cluster 1 (BLEU),113,19.4,2602.64,Trajet 113 | État: Chargé. Identifié par IA.
-20.95939,-68.708485,Cluster 1 (BLEU),113,6.1,2568.16,Trajet 113 | État: Chargé. Identifié par IA.
-20.959395,-68.708581667,Cluster 1 (BLEU),114,8.5,2568.36,Trajet 114 | État: Vide. Identifié par IA.
-20.969698333,-68.6956,Cluster 1 (BLEU),114,23.0,2572.12,Trajet 114 | État: Vide. Identifié par IA.
-20.970126667,-68.698238333,Cluster 1 (BLEU),114,37.6,2613.02,Trajet 114 | État: Vide. Identifié par IA.
-20.970255,-68.69794,Cluster 2 (VERT),115,25.0,2613.81,Trajet 115 | État: Chargé. Identifié par IA.
-20.964841667,-68.700556667,Cluster 2 (VERT),115,14.8,2618.8,Trajet 115 | État: Chargé. Identifié par IA.
-20.95978,-68.708358333,Cluster 2 (VERT),115,0.0,2610.79,Trajet 115 | État: Chargé. Identifié par IA.
-20.95978,-68.708358333,Cluster 2 (VERT),116,0.0,2608.33,Trajet 116 | État: Vide. Identifié par IA.
-20.975836667,-68.681183333,Cluster 2 (VERT),116,31.9,2583.13,Trajet 116 | État: Vide. Identifié par IA.
-20.985841667,-68.69741,Cluster 2 (VERT),116,5.0,2610.17,Trajet 116 | État: Vide. Identifié par IA.
-20.985835,-68.697295,Cluster 1 (BLEU),117,10.4,2610.65,Trajet 117 | État: Chargé. Identifié par IA.
-20.96003,-68.69825,Cluster 1 (BLEU),117,20.9,2615.56,Trajet 117 | État: Chargé. Identifié par IA.
-20.953661667,-68.716076667,Cluster 1 (BLEU),117,0.0,2598.18,Trajet 117 | État: Chargé. Identifié par IA.
-20.953661667,-68.716076667,Cluster 1 (BLEU),118,0.0,2597.36,Trajet 118 | État: Vide. Identifié par IA.
-20.96594,-68.711116667,Cluster 1 (BLEU),118,34.8,2587.63,Trajet 118 | État: Vide. Identifié par IA.
-20.969978333,-68.711815,Cluster 1 (BLEU),118,3.3,2607.29,Trajet 118 | État: Vide. Identifié par IA.
-20.970043333,-68.711773333,Cluster 2 (VERT),119,7.2,2607.42,Trajet 119 | État: Chargé. Identifié par IA.
-20.966706667,-68.71522,Cluster 2 (VERT),119,13.7,2614.8,Trajet 119 | État: Chargé. Identifié par IA.
-20.953828333,-68.716105,Cluster 2 (VERT),119,0.0,2596.59,Trajet 119 | État: Chargé. Identifié par IA.
-20.953828333,-68.716105,Cluster 2 (VERT),120,0.0,2594.76,Trajet 120 | État: Vide. Identifié par IA.
-20.954385,-68.727636667,Cluster 2 (VERT),120,0.0,2578.44,Trajet 120 | État: Vide. Identifié par IA.
-20.970046667,-68.712058333,Cluster 2 (VERT),120,2.0,2606.4,Trajet 120 | État: Vide. Identifié par IA.
-20.970168333,-68.71202,Cluster 2 (VERT),121,7.2,2606.95,Trajet 121 | État: Chargé. Identifié par IA.
-20.965986667,-68.714908333,Cluster 2 (VERT),121,11.5,2612.82,Trajet 121 | État: Chargé. Identifié par IA.
-20.953468333,-68.716193333,Cluster 2 (VERT),121,0.0,2598.19,Trajet 121 | État: Chargé. Identifié par IA.
-20.953468333,-68.716193333,Cluster 1 (BLEU),122,0.0,2596.99,Trajet 122 | État: Vide. Identifié par IA.
-20.971278333,-68.71298,Cluster 1 (BLEU),122,0.0,2590.64,Trajet 122 | État: Vide. Identifié par IA.
-20.970063333,-68.712113333,Cluster 1 (BLEU),122,3.5,2613.58,Trajet 122 | État: Vide. Identifié par IA.
-20.970125,-68.712083333,Cluster 1 (BLEU),123,6.5,2614.64,Trajet 123 | État: Chargé. Identifié par IA.
-20.971065,-68.715695,Cluster 1 (BLEU),123,13.3,2613.84,Trajet 123 | État: Chargé. Identifié par IA.
-20.953555,-68.716081667,Cluster 1 (BLEU),123,6.3,2612.05,Trajet 123 | État: Chargé. Identifié par IA.
-20.953656667,-68.716061667,Cluster 2 (VERT),124,7.0,2592.49,Trajet 124 | État: Vide. Identifié par IA.
-20.962775,-68.705278333,Cluster 2 (VERT),124,35.4,2588.87,Trajet 124 | État: Vide. Identifié par IA.
-20.964065,-68.702028333,Cluster 2 (VERT),124,12.6,2617.12,Trajet 124 | État: Vide. Identifié par IA.
-20.964011667,-68.702188333,Cluster 1 (BLEU),125,13.0,2616.97,Trajet 125 | État: Chargé. Identifié par IA.
-20.959333333,-68.70924,Cluster 1 (BLEU),125,0.0,2614.66,Trajet 125 | État: Chargé. Identifié par IA.
-20.959433333,-68.708451667,Cluster 1 (BLEU),125,1.6,2594.73,Trajet 125 | État: Chargé. Identifié par IA.
-20.959381667,-68.70852,Cluster 1 (BLEU),126,7.0,2593.51,Trajet 126 | État: Vide. Identifié par IA.
-20.97366,-68.7115,Cluster 1 (BLEU),126,35.7,2588.77,Trajet 126 | État: Vide. Identifié par IA.
-20.970138333,-68.712116667,Cluster 1 (BLEU),126,1.9,2605.99,Trajet 126 | État: Vide. Identifié par IA.
-20.97027,-68.711948333,Cluster 0 (ROUGE),127,9.8,2607.05,Trajet 127 | État: Chargé. Identifié par IA.
-20.968318333,-68.715721667,Cluster 0 (ROUGE),127,23.7,2611.23,Trajet 127 | État: Chargé. Identifié par IA.
-20.953481667,-68.716198333,Cluster 0 (ROUGE),127,0.0,2598.25,Trajet 127 | État: Chargé. Identifié par IA.
-20.953481667,-68.716198333,Cluster 1 (BLEU),128,0.0,2597.5,Trajet 128 | État: Vide. Identifié par IA.
-20.962313333,-68.710266667,Cluster 1 (BLEU),128,25.2,2592.98,Trajet 128 | État: Vide. Identifié par IA.
-20.974996667,-68.706353333,Cluster 1 (BLEU),128,31.1,2588.54,Trajet 128 | État: Vide. Identifié par IA.
-20.976093333,-68.705606667,Cluster 1 (BLEU),129,11.5,2620.33,Trajet 129 | État: Chargé. Identifié par IA.
-20.96556,-68.699881667,Cluster 1 (BLEU),129,9.3,2626.95,Trajet 129 | État: Chargé. Identifié par IA.
-20.959845,-68.708363333,Cluster 1 (BLEU),129,4.8,2590.41,Trajet 129 | État: Chargé. Identifié par IA.
-20.95993,-68.708383333,Cluster 3 (ORANGE),130,8.9,2590.64,Trajet 130 | État: Vide. Identifié par IA.
-20.971386667,-68.701458333,Cluster 3 (ORANGE),130,27.2,2590.97,Trajet 130 | État: Vide. Identifié par IA.
-20.970496667,-68.70388,Cluster 3 (ORANGE),130,2.2,2617.87,Trajet 130 | État: Vide. Identifié par IA.
-20.970521667,-68.70376,Cluster 3 (ORANGE),131,7.4,2618.27,Trajet 131 | État: Chargé. Identifié par IA.
-20.970856667,-68.695661667,Cluster 3 (ORANGE),131,14.8,2616.8,Trajet 131 | État: Chargé. Identifié par IA.
-20.959446667,-68.708465,Cluster 3 (ORANGE),131,0.9,2593.16,Trajet 131 | État: Chargé. Identifié par IA.
-20.95937,-68.70849,Cluster 3 (ORANGE),132,7.0,2591.15,Trajet 132 | État: Vide. Identifié par IA.
-20.954098333,-68.727875,Cluster 3 (ORANGE),132,0.0,2585.96,Trajet 132 | État: Vide. Identifié par IA.
-20.955403333,-68.726693333,Cluster 3 (ORANGE),132,22.2,2585.81,Trajet 132 | État: Vide. Identifié par IA.
-20.962788333,-68.7077,Cluster 3 (ORANGE),133,42.4,2623.23,Trajet 133 | État: Chargé. Identifié par IA.
-20.959168333,-68.708881667,Cluster 3 (ORANGE),133,0.0,2619.46,Trajet 133 | État: Chargé. Identifié par IA.
-20.959436667,-68.708466667,Cluster 3 (ORANGE),133,2.2,2595.2,Trajet 133 | État: Chargé. Identifié par IA.
-20.959355,-68.708503333,Cluster 1 (BLEU),134,8.9,2594.46,Trajet 134 | État: Vide. Identifié par IA.
-20.978121667,-68.707116667,Cluster 1 (BLEU),134,24.4,2591.08,Trajet 134 | État: Vide. Identifié par IA.
-20.973006667,-68.699873333,Cluster 1 (BLEU),134,0.0,2598.46,Trajet 134 | État: Vide. Identifié par IA.
-20.973006667,-68.699873333,Cluster 1 (BLEU),135,0.0,2598.81,Trajet 135 | État: Chargé. Identifié par IA.
-20.97372,-68.695616667,Cluster 1 (BLEU),135,13.0,2621.34,Trajet 135 | État: Chargé. Identifié par IA.
-20.959391667,-68.708443333,Cluster 1 (BLEU),135,0.9,2590.7,Trajet 135 | État: Chargé. Identifié par IA.
-20.959356667,-68.708483333,Cluster 1 (BLEU),136,8.0,2591.09,Trajet 136 | État: Vide. Identifié par IA.
-20.977666667,-68.702263333,Cluster 1 (BLEU),136,43.2,2594.81,Trajet 136 | État: Vide. Identifié par IA.
-20.97298,-68.699856667,Cluster 1 (BLEU),136,0.9,2620.31,Trajet 136 | État: Vide. Identifié par IA.
-20.972971667,-68.699916667,Cluster 1 (BLEU),137,6.9,2621.27,Trajet 137 | État: Chargé. Identifié par IA.
-20.97515,-68.695165,Cluster 1 (BLEU),137,13.5,2621.76,Trajet 137 | État: Chargé. Identifié par IA.
-20.959383333,-68.708483333,Cluster 1 (BLEU),137,6.5,2600.95,Trajet 137 | État: Chargé. Identifié par IA.
-20.95933,-68.708571667,Cluster 1 (BLEU),138,9.3,2600.34,Trajet 138 | État: Vide. Identifié par IA.
-20.962811667,-68.711545,Cluster 1 (BLEU),138,26.5,2600.14,Trajet 138 | État: Vide. Identifié par IA.
-20.975921667,-68.714593333,Cluster 1 (BLEU),138,11.9,2615.94,Trajet 138 | État: Vide. Identifié par IA.
-20.975771667,-68.714641667,Cluster 1 (BLEU),139,12.2,2615.92,Trajet 139 | État: Chargé. Identifié par IA.
-20.971353333,-68.7258,Cluster 1 (BLEU),139,27.6,2621.89,Trajet 139 | État: Chargé. Identifié par IA.
-20.974935,-68.736043333,Cluster 1 (BLEU),139,5.8,2597.57,Trajet 139 | État: Chargé. Identifié par IA.
-20.975061667,-68.73612,Cluster 2 (VERT),140,19.6,2596.68,Trajet 140 | État: Vide. Identifié par IA.
-20.970773333,-68.717216667,Cluster 2 (VERT),140,19.8,2590.3,Trajet 140 | État: Vide. Identifié par IA.
-20.969956667,-68.71127,Cluster 2 (VERT),140,2.2,2613.69,Trajet 140 | État: Vide. Identifié par IA.
-20.970061667,-68.711205,Cluster 1 (BLEU),141,9.8,2614.31,Trajet 141 | État: Chargé. Identifié par IA.
-20.965946667,-68.71487,Cluster 1 (BLEU),141,11.3,2618.71,Trajet 141 | État: Chargé. Identifié par IA.
-20.954606667,-68.713958333,Cluster 1 (BLEU),141,0.2,2599.71,Trajet 141 | État: Chargé. Identifié par IA.
-20.954578333,-68.713965,Cluster 1 (BLEU),142,9.3,2599.21,Trajet 142 | État: Vide. Identifié par IA.
-20.978461667,-68.685408333,Cluster 1 (BLEU),142,35.2,2593.75,Trajet 142 | État: Vide. Identifié par IA.
-20.985953333,-68.69726,Cluster 1 (BLEU),142,5.7,2622.0,Trajet 142 | État: Vide. Identifié par IA.
-20.98586,-68.697173333,Cluster 1 (BLEU),143,14.3,2622.45,Trajet 143 | État: Chargé. Identifié par IA.
-20.959908333,-68.699483333,Cluster 1 (BLEU),143,22.4,2617.91,Trajet 143 | État: Chargé. Identifié par IA.
-20.953663333,-68.716256667,Cluster 1 (BLEU),143,0.0,2610.71,Trajet 143 | État: Chargé. Identifié par IA.
-20.953663333,-68.716256667,Cluster 1 (BLEU),144,0.0,2608.6,Trajet 144 | État: Vide. Identifié par IA.
-20.969018333,-68.713211667,Cluster 1 (BLEU),144,21.3,2597.41,Trajet 144 | État: Vide. Identifié par IA.
-20.970016667,-68.71171,Cluster 1 (BLEU),144,5.6,2618.19,Trajet 144 | État: Vide. Identifié par IA.
-20.970105,-68.711726667,Cluster 0 (ROUGE),145,8.7,2619.21,Trajet 145 | État: Chargé. Identifié par IA.
-20.968523333,-68.715798333,Cluster 0 (ROUGE),145,19.6,2617.36,Trajet 145 | État: Chargé. Identifié par IA.
-20.954026667,-68.716135,Cluster 0 (ROUGE),145,0.9,2600.64,Trajet 145 | État: Chargé. Identifié par IA.
-20.953998333,-68.716058333,Cluster 0 (ROUGE),146,9.1,2599.69,Trajet 146 | État: Vide. Identifié par IA.
-20.955381667,-68.727045,Cluster 0 (ROUGE),146,3.6,2595.48,Trajet 146 | État: Vide. Identifié par IA.
-20.954525,-68.73279,Cluster 0 (ROUGE),146,0.6,2609.5,Trajet 146 | État: Vide. Identifié par IA.
-20.954525,-68.732788333,Cluster 1 (BLEU),147,0.1,2610.04,Trajet 147 | État: Chargé. Identifié par IA.
-20.96149,-68.712013333,Cluster 1 (BLEU),147,21.3,2616.69,Trajet 147 | État: Chargé. Identifié par IA.
-20.959443333,-68.708471667,Cluster 1 (BLEU),147,4.3,2592.34,Trajet 147 | État: Chargé. Identifié par IA.
-20.95935,-68.708493333,Cluster 1 (BLEU),148,8.5,2591.85,Trajet 148 | État: Vide. Identifié par IA.
-20.958453333,-68.707043333,Cluster 1 (BLEU),148,0.0,2590.58,Trajet 148 | État: Vide. Identifié par IA.
-20.98482,-68.69134,Cluster 1 (BLEU),148,46.3,2590.45,Trajet 148 | État: Vide. Identifié par IA.
-20.982151667,-68.68983,Cluster 3 (ORANGE),149,29.1,2617.21,Trajet 149 | État: Chargé. Identifié par IA.
-20.961618333,-68.70581,Cluster 3 (ORANGE),149,25.2,2620.03,Trajet 149 | État: Chargé. Identifié par IA.
-20.953323333,-68.716351667,Cluster 3 (ORANGE),149,1.3,2602.57,Trajet 149 | État: Chargé. Identifié par IA.
-20.953345,-68.716326667,Cluster 3 (ORANGE),150,8.9,2601.78,Trajet 150 | État: Vide. Identifié par IA.
-20.959348333,-68.717421667,Cluster 3 (ORANGE),150,36.9,2595.59,Trajet 150 | État: Vide. Identifié par IA.
-20.9547,-68.732975,Cluster 3 (ORANGE),150,5.0,2617.88,Trajet 150 | État: Vide. Identifié par IA.
-20.954636667,-68.732655,Cluster 3 (ORANGE),151,15.7,2618.18,Trajet 151 | État: Chargé. Identifié par IA.
