Latitude,Longitude,Cluster_ID,Trajet_Index,Vitesse_kmh,Charge_Norm,Description
-20.961653333,-68.71053,Cluster 3 (ORANGE),151,21.3,2620.36,Trajet 151 | État: Chargé. Identifié par IA.
-20.959468333,-68.70844,Cluster 3 (ORANGE),151,1.9,2592.96,Trajet 151 | État: Chargé. Identifié par IA.
-20.959376667,-68.70842,Cluster 3 (ORANGE),152,6.1,2592.22,Trajet 152 | État: Vide. Identifié par IA.
-20.970898333,-68.719385,Cluster 3 (ORANGE),152,25.2,2599.27,Trajet 152 | État: Vide. Identifié par IA.
-20.972813333,-68.71897,Cluster 3 (ORANGE),152,5.4,2593.04,Trajet 152 | État: Vide. Identifié par IA.
-20.972961667,-68.718701667,Cluster 3 (ORANGE),153,0.2,2593.76,Trajet 153 | État: Chargé. Identifié par IA.
-20.973046667,-68.73643,Cluster 3 (ORANGE),153,13.7,2616.92,Trajet 153 | État: Chargé. Identifié par IA.
-20.974518333,-68.7368,Cluster 3 (ORANGE),153,0.2,2598.16,Trajet 153 | État: Chargé. Identifié par IA.
-20.974563333,-68.736836667,Cluster 1 (BLEU),154,12.0,2596.43,Trajet 154 | État: Vide. Identifié par IA.
-20.97241,-68.734846667,Cluster 1 (BLEU),154,33.9,2593.43,Trajet 154 | État: Vide. Identifié par IA.
-20.96177,-68.702166667,Cluster 1 (BLEU),154,10.4,2623.24,Trajet 154 | État: Vide. Identifié par IA.
-20.960145,-68.701695,Cluster 3 (ORANGE),155,17.4,2622.22,Trajet 155 | État: Chargé. Identifié par IA.
-20.950095,-68.706413333,Cluster 3 (ORANGE),155,13.5,2623.17,Trajet 155 | État: Chargé. Identifié par IA.
-20.946155,-68.712943333,Cluster 3 (ORANGE),155,4.3,2613.19,Trajet 155 | État: Chargé. Identifié par IA.
-20.946143333,-68.71295,Cluster 0 (ROUGE),156,2.0,2611.22,Trajet 156 | État: Vide. Identifié par IA.
-20.94564,-68.711525,Cluster 0 (ROUGE),156,0.0,2592.66,Trajet 156 | État: Vide. Identifié par IA.
-20.972921667,-68.699686667,Cluster 0 (ROUGE),156,2.1,2612.76,Trajet 156 | État: Vide. Identifié par IA.
-20.972836667,-68.699753333,Cluster 1 (BLEU),157,7.2,2613.92,Trajet 157 | État: Chargé. Identifié par IA.
-20.965773333,-68.699725,Cluster 1 (BLEU),157,9.6,2621.12,Trajet 157 | État: Chargé. Identifié par IA.
-20.958161667,-68.708996667,Cluster 1 (BLEU),157,7.8,2608.99,Trajet 157 | État: Chargé. Identifié par IA.
-20.9581,-68.709026667,Cluster 1 (BLEU),158,0.4,2607.43,Trajet 158 | État: Vide. Identifié par IA.
-20.979096667,-68.70493,Cluster 1 (BLEU),158,34.4,2593.5,Trajet 158 | État: Vide. Identifié par IA.
-20.973061667,-68.699893333,Cluster 1 (BLEU),158,2.2,2619.77,Trajet 158 | État: Vide. Identifié par IA.
-20.973078333,-68.700013333,Cluster 1 (BLEU),159,7.6,2620.44,Trajet 159 | État: Chargé. Identifié par IA.
-20.972415,-68.695175,Cluster 1 (BLEU),159,10.9,2623.47,Trajet 159 | État: Chargé. Identifié par IA.
-20.959845,-68.708391667,Cluster 1 (BLEU),159,5.2,2595.37,Trajet 159 | État: Chargé. Identifié par IA.
-20.959946667,-68.708408333,Cluster 1 (BLEU),160,10.0,2595.13,Trajet 160 | État: Vide. Identifié par IA.
-20.97819,-68.704981667,Cluster 1 (BLEU),160,31.5,2591.2,Trajet 160 | État: Vide. Identifié par IA.
-20.973026667,-68.699793333,Cluster 1 (BLEU),160,1.3,2614.34,Trajet 160 | État: Vide. Identifié par IA.
-20.97299,-68.69987,Cluster 1 (BLEU),161,7.0,2615.51,Trajet 161 | État: Chargé. Identifié par IA.
-20.975308333,-68.69488,Cluster 1 (BLEU),161,15.7,2618.64,Trajet 161 | État: Chargé. Identifié par IA.
-20.95934,-68.70856,Cluster 1 (BLEU),161,5.4,2590.6,Trajet 161 | État: Chargé. Identifié par IA.
-20.959341667,-68.70864,Cluster 1 (BLEU),162,6.5,2590.71,Trajet 162 | État: Vide. Identifié par IA.
-20.977751667,-68.70698,Cluster 1 (BLEU),162,16.1,2590.43,Trajet 162 | État: Vide. Identifié par IA.
-20.973973333,-68.700028333,Cluster 1 (BLEU),162,5.7,2613.55,Trajet 162 | État: Vide. Identifié par IA.
-20.973945,-68.700123333,Cluster 1 (BLEU),163,8.0,2614.17,Trajet 163 | État: Chargé. Identifié par IA.
-20.968051667,-68.697625,Cluster 1 (BLEU),163,26.3,2618.46,Trajet 163 | État: Chargé. Identifié par IA.
-20.959371667,-68.708508333,Cluster 1 (BLEU),163,5.4,2590.42,Trajet 163 | État: Chargé. Identifié par IA.
-20.959376667,-68.7086,Cluster 1 (BLEU),164,8.5,2589.47,Trajet 164 | État: Vide. Identifié par IA.
-20.98379,-68.709453333,Cluster 1 (BLEU),164,28.5,2589.71,Trajet 164 | État: Vide. Identifié par IA.
-20.98127,-68.694628333,Cluster 1 (BLEU),164,4.3,2615.48,Trajet 164 | État: Vide. Identifié par IA.
-20.981253333,-68.694701667,Cluster 1 (BLEU),165,7.0,2615.97,Trajet 165 | État: Chargé. Identifié par IA.
-20.97908,-68.721666667,Cluster 1 (BLEU),165,37.6,2615.28,Trajet 165 | État: Chargé. Identifié par IA.
-20.97421,-68.737196667,Cluster 1 (BLEU),165,0.8,2595.68,Trajet 165 | État: Chargé. Identifié par IA.
-20.974228333,-68.737201667,Cluster 1 (BLEU),166,5.2,2593.74,Trajet 166 | État: Vide. Identifié par IA.
-20.976436667,-68.709111667,Cluster 1 (BLEU),166,0.0,2582.21,Trajet 166 | État: Vide. Identifié par IA.
-20.969801667,-68.711451667,Cluster 1 (BLEU),166,0.6,2595.24,Trajet 166 | État: Vide. Identifié par IA.
-20.969981667,-68.711498333,Cluster 0 (ROUGE),167,11.1,2596.05,Trajet 167 | État: Chargé. Identifié par IA.
-20.960915,-68.71631,Cluster 0 (ROUGE),167,38.3,2602.53,Trajet 167 | État: Chargé. Identifié par IA.
-20.954511667,-68.713803333,Cluster 0 (ROUGE),167,4.1,2579.26,Trajet 167 | État: Chargé. Identifié par IA.
-20.95455,-68.713906667,Cluster 2 (VERT),168,13.7,2577.72,Trajet 168 | État: Vide. Identifié par IA.
-20.964993333,-68.712011667,Cluster 2 (VERT),168,37.6,2581.28,Trajet 168 | État: Vide. Identifié par IA.
-20.973491667,-68.710855,Cluster 2 (VERT),168,0.7,2605.3,Trajet 168 | État: Vide. Identifié par IA.
-20.973266667,-68.710996667,Cluster 1 (BLEU),169,9.3,2606.6,Trajet 169 | État: Chargé. Identifié par IA.
-20.962921667,-68.712608333,Cluster 1 (BLEU),169,13.5,2608.49,Trajet 169 | État: Chargé. Identifié par IA.
-20.95464,-68.713778333,Cluster 1 (BLEU),169,5.4,2583.52,Trajet 169 | État: Chargé. Identifié par IA.
-20.954658333,-68.713933333,Cluster 2 (VERT),170,15.7,2583.21,Trajet 170 | État: Vide. Identifié par IA.
-20.971193333,-68.713015,Cluster 2 (VERT),170,5.4,2586.03,Trajet 170 | État: Vide. Identifié par IA.
-20.969796667,-68.711056667,Cluster 2 (VERT),170,5.0,2607.52,Trajet 170 | État: Vide. Identifié par IA.
-20.96988,-68.711026667,Cluster 1 (BLEU),171,9.4,2608.11,Trajet 171 | État: Chargé. Identifié par IA.
-20.968851667,-68.715856667,Cluster 1 (BLEU),171,14.6,2610.21,Trajet 171 | État: Chargé. Identifié par IA.
-20.975376667,-68.735386667,Cluster 1 (BLEU),171,0.4,2589.96,Trajet 171 | État: Chargé. Identifié par IA.
-20.975463333,-68.735458333,Cluster 1 (BLEU),172,16.1,2589.01,Trajet 172 | État: Vide. Identifié par IA.
-20.954408333,-68.728326667,Cluster 1 (BLEU),172,0.0,2583.76,Trajet 172 | État: Vide. Identifié par IA.
-20.987821667,-68.699381667,Cluster 1 (BLEU),172,4.4,2608.83,Trajet 172 | État: Vide. Identifié par IA.
-20.987788333,-68.699318333,Cluster 2 (VERT),173,7.2,2609.87,Trajet 173 | État: Chargé. Identifié par IA.
-20.985448333,-68.687803333,Cluster 2 (VERT),173,12.4,2615.41,Trajet 173 | État: Chargé. Identifié par IA.
-21.0088,-68.702235,Cluster 2 (VERT),173,0.7,2616.97,Trajet 173 | État: Chargé. Identifié par IA.
-21.00887,-68.70217,Cluster 2 (VERT),174,11.1,2594.06,Trajet 174 | État: Vide. Identifié par IA.
-20.984018333,-68.687501667,Cluster 2 (VERT),174,30.4,2584.19,Trajet 174 | État: Vide. Identifié par IA.
-20.987865,-68.699305,Cluster 2 (VERT),174,5.2,2615.98,Trajet 174 | État: Vide. Identifié par IA.
-20.987845,-68.699221667,Cluster 3 (ORANGE),175,7.0,2616.49,Trajet 175 | État: Chargé. Identifié par IA.
-20.987555,-68.699028333,Cluster 3 (ORANGE),175,2.8,2619.88,Trajet 175 | État: Chargé. Identifié par IA.
-20.987658333,-68.699353333,Cluster 3 (ORANGE),175,1.6,2585.37,Trajet 175 | État: Chargé. Identifié par IA.
-20.98763,-68.699273333,Cluster 2 (VERT),176,6.9,2584.42,Trajet 176 | État: Vide. Identifié par IA.
-20.987933333,-68.698676667,Cluster 2 (VERT),176,13.2,2587.27,Trajet 176 | État: Vide. Identifié par IA.
-20.987828333,-68.699358333,Cluster 2 (VERT),176,4.8,2615.3,Trajet 176 | État: Vide. Identifié par IA.
-20.987785,-68.699275,Cluster 2 (VERT),177,8.0,2615.48,Trajet 177 | État: Chargé. Identifié par IA.
-20.987243333,-68.68895,Cluster 2 (VERT),177,13.5,2610.71,Trajet 177 | État: Chargé. Identifié par IA.
-21.008765,-68.70197,Cluster 2 (VERT),177,16.9,2617.63,Trajet 177 | État: Chargé. Identifié par IA.
-21.00783,-68.701446667,Cluster 1 (BLEU),178,23.7,2585.83,Trajet 178 | État: Vide. Identifié par IA.
-20.96146,-68.713575,Cluster 1 (BLEU),178,24.1,2586.51,Trajet 178 | État: Vide. Identifié par IA.
-20.954908333,-68.733095,Cluster 1 (BLEU),178,2.8,2590.73,Trajet 178 | État: Vide. Identifié par IA.
-20.954906667,-68.733118333,Cluster 2 (VERT),179,0.6,2590.94,Trajet 179 | État: Chargé. Identifié par IA.
-20.955305,-68.72663,Cluster 2 (VERT),179,0.0,2583.49,Trajet 179 | État: Chargé. Identifié par IA.
-20.962291667,-68.713853333,Cluster 2 (VERT),179,0.7,2579.53,Trajet 179 | État: Chargé. Identifié par IA.
-20.96225,-68.713951667,Cluster 2 (VERT),180,10.9,2579.57,Trajet 180 | État: Vide. Identifié par IA.
-20.972711667,-68.712803333,Cluster 2 (VERT),180,0.0,2581.36,Trajet 180 | État: Vide. Identifié par IA.
-20.969565,-68.711041667,Cluster 2 (VERT),180,5.7,2607.61,Trajet 180 | État: Vide. Identifié par IA.
-20.969635,-68.711008333,Cluster 2 (VERT),181,7.4,2608.45,Trajet 181 | État: Chargé. Identifié par IA.
-20.968506667,-68.715881667,Cluster 2 (VERT),181,14.4,2608.87,Trajet 181 | État: Chargé. Identifié par IA.
-20.974543333,-68.736608333,Cluster 2 (VERT),181,0.0,2597.22,Trajet 181 | État: Chargé. Identifié par IA.
-20.974543333,-68.736608333,Cluster 2 (VERT),182,0.0,2595.03,Trajet 182 | État: Vide. Identifié par IA.
-20.983368333,-68.710718333,Cluster 2 (VERT),182,33.3,2586.55,Trajet 182 | État: Vide. Identifié par IA.
-20.981293333,-68.694278333,Cluster 2 (VERT),182,4.8,2619.16,Trajet 182 | État: Vide. Identifié par IA.
-20.981346667,-68.694351667,Cluster 1 (BLEU),183,8.3,2620.49,Trajet 183 | État: Chargé. Identifié par IA.
-20.979106667,-68.721953333,Cluster 1 (BLEU),183,39.4,2616.81,Trajet 183 | État: Chargé. Identifié par IA.
-20.974091667,-68.737346667,Cluster 1 (BLEU),183,0.4,2607.06,Trajet 183 | État: Chargé. Identifié par IA.
-20.974091667,-68.737346667,Cluster 3 (ORANGE),184,0.0,2604.45,Trajet 184 | État: Vide. Identifié par IA.
-20.984861667,-68.707555,Cluster 3 (ORANGE),184,18.0,2592.87,Trajet 184 | État: Vide. Identifié par IA.
-20.98571,-68.695725,Cluster 3 (ORANGE),184,5.6,2611.69,Trajet 184 | État: Vide. Identifié par IA.
-20.985741667,-68.695843333,Cluster 0 (ROUGE),185,11.1,2612.25,Trajet 185 | État: Chargé. Identifié par IA.
-20.981026667,-68.7297,Cluster 0 (ROUGE),185,15.7,2613.24,Trajet 185 | État: Chargé. Identifié par IA.
-20.976441667,-68.734491667,Cluster 0 (ROUGE),185,0.0,2598.27,Trajet 185 | État: Chargé. Identifié par IA.
-20.976441667,-68.734491667,Cluster 0 (ROUGE),186,0.0,2596.85,Trajet 186 | État: Vide. Identifié par IA.
-20.970713333,-68.722788333,Cluster 0 (ROUGE),186,30.6,2593.41,Trajet 186 | État: Vide. Identifié par IA.
-20.973213333,-68.71866,Cluster 0 (ROUGE),186,6.1,2595.45,Trajet 186 | État: Vide. Identifié par IA.
-20.973246667,-68.718595,Cluster 1 (BLEU),187,4.3,2596.55,Trajet 187 | État: Chargé. Identifié par IA.
-20.97247,-68.730495,Cluster 1 (BLEU),187,22.2,2612.22,Trajet 187 | État: Chargé. Identifié par IA.
-20.975731667,-68.73503,Cluster 1 (BLEU),187,2.0,2591.27,Trajet 187 | État: Chargé. Identifié par IA.
-20.975801667,-68.735155,Cluster 2 (VERT),188,11.3,2590.09,Trajet 188 | État: Vide. Identifié par IA.
-20.957733333,-68.736865,Cluster 2 (VERT),188,34.1,2585.88,Trajet 188 | État: Vide. Identifié par IA.
-20.954095,-68.73266,Cluster 2 (VERT),188,5.0,2616.33,Trajet 188 | État: Vide. Identifié par IA.
-20.954111667,-68.732566667,Cluster 1 (BLEU),189,8.5,2616.77,Trajet 189 | État: Chargé. Identifié par IA.
-20.961426667,-68.71207,Cluster 1 (BLEU),189,28.3,2614.35,Trajet 189 | État: Chargé. Identifié par IA.
-20.959085,-68.710136667,Cluster 1 (BLEU),189,0.0,2599.74,Trajet 189 | État: Chargé. Identifié par IA.
-20.959085,-68.710136667,Cluster 1 (BLEU),190,0.0,2596.88,Trajet 190 | État: Vide. Identifié par IA.
-20.953355,-68.731188333,Cluster 1 (BLEU),190,20.7,2590.81,Trajet 190 | État: Vide. Identifié par IA.
-20.9541,-68.732565,Cluster 1 (BLEU),190,5.9,2615.77,Trajet 190 | État: Vide. Identifié par IA.
-20.954148333,-68.732461667,Cluster 0 (ROUGE),191,10.0,2615.79,Trajet 191 | État: Chargé. Identifié par IA.
-20.959978333,-68.70918,Cluster 0 (ROUGE),191,0.0,2618.92,Trajet 191 | État: Chargé. Identifié par IA.
-20.9599,-68.708343333,Cluster 0 (ROUGE),191,5.0,2591.25,Trajet 191 | État: Chargé. Identifié par IA.
-20.959995,-68.708361667,Cluster 1 (BLEU),192,9.4,2590.73,Trajet 192 | État: Vide. Identifié par IA.
-20.954808333,-68.732366667,Cluster 1 (BLEU),192,0.0,2591.63,Trajet 192 | État: Vide. Identifié par IA.
-20.954041667,-68.732591667,Cluster 1 (BLEU),192,4.4,2617.85,Trajet 192 | État: Vide. Identifié par IA.
-20.954078333,-68.732521667,Cluster 0 (ROUGE),193,7.4,2618.04,Trajet 193 | État: Chargé. Identifié par IA.
-20.959291667,-68.709205,Cluster 0 (ROUGE),193,0.0,2619.83,Trajet 193 | État: Chargé. Identifié par IA.
-20.95943,-68.708491667,Cluster 0 (ROUGE),193,5.0,2583.7,Trajet 193 | État: Chargé. Identifié par IA.
-20.95943,-68.708585,Cluster 1 (BLEU),194,7.6,2584.21,Trajet 194 | État: Vide. Identifié par IA.
-20.954518333,-68.732978333,Cluster 1 (BLEU),194,13.2,2591.76,Trajet 194 | État: Vide. Identifié par IA.
-20.954051667,-68.732623333,Cluster 1 (BLEU),194,7.0,2589.17,Trajet 194 | État: Vide. Identifié par IA.
-20.954008333,-68.732675,Cluster 1 (BLEU),195,3.3,2589.41,Trajet 195 | État: Chargé. Identifié par IA.
-20.956035,-68.727441667,Cluster 1 (BLEU),195,33.9,2613.51,Trajet 195 | État: Chargé. Identifié par IA.
-20.95994,-68.70837,Cluster 1 (BLEU),195,5.7,2587.12,Trajet 195 | État: Chargé. Identifié par IA.
-20.960046667,-68.708383333,Cluster 1 (BLEU),196,10.9,2586.82,Trajet 196 | État: Vide. Identifié par IA.
-20.954556667,-68.732136667,Cluster 1 (BLEU),196,8.2,2589.01,Trajet 196 | État: Vide. Identifié par IA.
-20.954323333,-68.73285,Cluster 1 (BLEU),196,0.0,2594.95,Trajet 196 | État: Vide. Identifié par IA.
-20.954323333,-68.73285,Cluster 1 (BLEU),197,0.0,2595.01,Trajet 197 | État: Chargé. Identifié par IA.
-20.956068333,-68.723746667,Cluster 1 (BLEU),197,38.0,2613.06,Trajet 197 | État: Chargé. Identifié par IA.
-20.959858333,-68.708361667,Cluster 1 (BLEU),197,1.9,2593.81,Trajet 197 | État: Chargé. Identifié par IA.
-20.959983333,-68.708393333,Cluster 1 (BLEU),198,7.6,2593.12,Trajet 198 | État: Vide. Identifié par IA.
-20.95428,-68.732835,Cluster 1 (BLEU),198,0.0,2589.98,Trajet 198 | État: Vide. Identifié par IA.
-20.953961667,-68.732651667,Cluster 1 (BLEU),198,3.5,2609.86,Trajet 198 | État: Vide. Identifié par IA.
-20.954006667,-68.732593333,Cluster 1 (BLEU),199,7.8,2610.05,Trajet 199 | État: Chargé. Identifié par IA.
-20.959851667,-68.709161667,Cluster 1 (BLEU),199,0.0,2615.41,Trajet 199 | État: Chargé. Identifié par IA.
-20.959886667,-68.70838,Cluster 1 (BLEU),199,3.9,2583.69,Trajet 199 | État: Chargé. Identifié par IA.
-20.959965,-68.70839,Cluster 1 (BLEU),200,8.0,2584.11,Trajet 200 | État: Vide. Identifié par IA.
-20.954176667,-68.73284,Cluster 1 (BLEU),200,0.0,2591.34,Trajet 200 | État: Vide. Identifié par IA.
-20.953916667,-68.732573333,Cluster 1 (BLEU),200,4.6,2612.64,Trajet 200 | État: Vide. Identifié par IA.
-20.953968333,-68.732515,Cluster 1 (BLEU),201,7.2,2613.17,Trajet 201 | État: Chargé. Identifié par IA.
-20.960105,-68.709286667,Cluster 1 (BLEU),201,10.9,2616.38,Trajet 201 | État: Chargé. Identifié par IA.
-20.959816667,-68.708373333,Cluster 1 (BLEU),201,2.2,2603.13,Trajet 201 | État: Chargé. Identifié par IA.
-20.959816667,-68.708373333,Cluster 1 (BLEU),202,0.2,2601.48,Trajet 202 | État: Vide. Identifié par IA.
-20.970163333,-68.713276667,Cluster 1 (BLEU),202,0.0,2591.42,Trajet 202 | État: Vide. Identifié par IA.
-20.969485,-68.711003333,Cluster 1 (BLEU),202,5.2,2614.48,Trajet 202 | État: Vide. Identifié par IA.
-20.969566667,-68.710968333,Cluster 1 (BLEU),203,8.3,2615.19,Trajet 203 | État: Chargé. Identifié par IA.
-20.963415,-68.713533333,Cluster 1 (BLEU),203,12.4,2619.49,Trajet 203 | État: Chargé. Identifié par IA.
-20.953161667,-68.716585,Cluster 1 (BLEU),203,0.0,2605.69,Trajet 203 | État: Chargé. Identifié par IA.
-20.953161667,-68.716585,Cluster 2 (VERT),204,0.0,2604.1,Trajet 204 | État: Vide. Identifié par IA.
-20.955628333,-68.7169,Cluster 2 (VERT),204,27.4,2592.28,Trajet 204 | État: Vide. Identifié par IA.
-20.966973333,-68.714378333,Cluster 2 (VERT),204,13.7,2616.53,Trajet 204 | État: Vide. Identifié par IA.
-20.96714,-68.714486667,Cluster 1 (BLEU),205,16.5,2616.43,Trajet 205 | État: Chargé. Identifié par IA.
-20.95848,-68.718011667,Cluster 1 (BLEU),205,23.2,2620.46,Trajet 205 | État: Chargé. Identifié par IA.
-20.953645,-68.71641,Cluster 1 (BLEU),205,0.0,2603.25,Trajet 205 | État: Chargé. Identifié par IA.
-20.953645,-68.71641,Cluster 2 (VERT),206,0.0,2601.55,Trajet 206 | État: Vide. Identifié par IA.
-20.955806667,-68.716123333,Cluster 2 (VERT),206,33.9,2596.77,Trajet 206 | État: Vide. Identifié par IA.
-20.97176,-68.711706667,Cluster 2 (VERT),206,30.7,2594.22,Trajet 206 | État: Vide. Identifié par IA.
-20.975593333,-68.710348333,Cluster 1 (BLEU),207,21.1,2612.95,Trajet 207 | État: Chargé. Identifié par IA.
-20.959701667,-68.717241667,Cluster 1 (BLEU),207,34.6,2616.53,Trajet 207 | État: Chargé. Identifié par IA.
-20.954041667,-68.716255,Cluster 1 (BLEU),207,6.3,2595.19,Trajet 207 | État: Chargé. Identifié par IA.
-20.953935,-68.716171667,Cluster 1 (BLEU),208,12.8,2595.25,Trajet 208 | État: Vide. Identifié par IA.
-20.962726667,-68.70561,Cluster 1 (BLEU),208,47.0,2593.25,Trajet 208 | État: Vide. Identifié par IA.
-20.9692,-68.710503333,Cluster 1 (BLEU),208,5.6,2615.59,Trajet 208 | État: Vide. Identifié par IA.
-20.970621667,-68.711468333,Cluster 2 (VERT),209,13.3,2618.28,Trajet 209 | État: Chargé. Identifié par IA.
-20.962745,-68.711905,Cluster 2 (VERT),209,14.4,2617.71,Trajet 209 | État: Chargé. Identifié par IA.
-20.953066667,-68.716665,Cluster 2 (VERT),209,0.9,2597.94,Trajet 209 | État: Chargé. Identifié par IA.
-20.953048333,-68.716608333,Cluster 0 (ROUGE),210,7.6,2597.26,Trajet 210 | État: Vide. Identifié par IA.
-20.972946667,-68.695043333,Cluster 0 (ROUGE),210,35.4,2594.88,Trajet 210 | État: Vide. Identifié par IA.
-20.973188333,-68.699588333,Cluster 0 (ROUGE),210,6.3,2602.88,Trajet 210 | État: Vide. Identifié par IA.
-20.97322,-68.699566667,Cluster 3 (ORANGE),211,1.5,2604.45,Trajet 211 | État: Chargé. Identifié par IA.
-20.970701667,-68.697123333,Cluster 3 (ORANGE),211,15.0,2618.91,Trajet 211 | État: Chargé. Identifié par IA.
-20.95988,-68.708393333,Cluster 3 (ORANGE),211,5.7,2594.89,Trajet 211 | État: Chargé. Identifié par IA.
-20.960013333,-68.70842,Cluster 2 (VERT),212,13.5,2594.52,Trajet 212 | État: Vide. Identifié par IA.
-20.954181667,-68.727768333,Cluster 2 (VERT),212,0.0,2567.63,Trajet 212 | État: Vide. Identifié par IA.
-20.972555,-68.699283333,Cluster 2 (VERT),212,40.9,2575.08,Trajet 212 | État: Vide. Identifié par IA.
-20.970341667,-68.703971667,Cluster 2 (VERT),213,0.0,2598.59,Trajet 213 | État: Chargé. Identifié par IA.
-20.964628333,-68.700796667,Cluster 2 (VERT),213,15.4,2608.22,Trajet 213 | État: Chargé. Identifié par IA.
-20.959401667,-68.708478333,Cluster 2 (VERT),213,5.4,2585.92,Trajet 213 | État: Chargé. Identifié par IA.
-20.959378333,-68.70858,Cluster 1 (BLEU),214,10.0,2584.59,Trajet 214 | État: Vide. Identifié par IA.
-20.977861667,-68.703163333,Cluster 1 (BLEU),214,38.0,2579.61,Trajet 214 | État: Vide. Identifié par IA.
-20.973166667,-68.700531667,Cluster 1 (BLEU),214,15.2,2580.64,Trajet 214 | État: Vide. Identifié par IA.
-20.969811667,-68.70319,Cluster 0 (ROUGE),215,13.9,2610.25,Trajet 215 | État: Chargé. Identifié par IA.
-20.968603333,-68.697136667,Cluster 0 (ROUGE),215,19.4,2614.43,Trajet 215 | État: Chargé. Identifié par IA.
-20.959813333,-68.708366667,Cluster 0 (ROUGE),215,0.2,2603.37,Trajet 215 | État: Chargé. Identifié par IA.
-20.959813333,-68.708366667,Cluster 1 (BLEU),216,0.0,2601.06,Trajet 216 | État: Vide. Identifié par IA.
-20.977791667,-68.702828333,Cluster 1 (BLEU),216,34.4,2583.09,Trajet 216 | État: Vide. Identifié par IA.
-20.97344,-68.69964,Cluster 1 (BLEU),216,5.9,2613.82,Trajet 216 | État: Vide. Identifié par IA.
-20.973341667,-68.699725,Cluster 1 (BLEU),217,12.2,2615.38,Trajet 217 | État: Chargé. Identifié par IA.
-20.968258333,-68.697486667,Cluster 1 (BLEU),217,0.0,2611.6,Trajet 217 | État: Chargé. Identifié par IA.
-20.959451667,-68.708463333,Cluster 1 (BLEU),217,1.7,2577.35,Trajet 217 | État: Chargé. Identifié par IA.
-20.959396667,-68.708523333,Cluster 1 (BLEU),218,8.3,2575.72,Trajet 218 | État: Vide. Identifié par IA.
-20.979038333,-68.700643333,Cluster 1 (BLEU),218,30.7,2580.98,Trajet 218 | État: Vide. Identifié par IA.
-20.973486667,-68.695121667,Cluster 1 (BLEU),218,13.7,2613.62,Trajet 218 | État: Vide. Identifié par IA.
-20.972948333,-68.695173333,Cluster 1 (BLEU),219,14.1,2612.93,Trajet 219 | État: Chargé. Identifié par IA.
-20.960835,-68.70977,Cluster 1 (BLEU),219,17.0,2617.98,Trajet 219 | État: Chargé. Identifié par IA.
-20.959903333,-68.708401667,Cluster 1 (BLEU),219,6.1,2590.23,Trajet 219 | État: Chargé. Identifié par IA.
-20.96001,-68.708431667,Cluster 1 (BLEU),220,13.0,2589.21,Trajet 220 | État: Vide. Identifié par IA.
-20.97822,-68.707013333,Cluster 1 (BLEU),220,26.7,2584.85,Trajet 220 | État: Vide. Identifié par IA.
-20.970253333,-68.704013333,Cluster 1 (BLEU),220,0.2,2609.57,Trajet 220 | État: Vide. Identifié par IA.
-20.970346667,-68.703933333,Cluster 1 (BLEU),221,10.0,2610.03,Trajet 221 | État: Chargé. Identifié par IA.
-20.963203333,-68.704816667,Cluster 1 (BLEU),221,12.4,2612.12,Trajet 221 | État: Chargé. Identifié par IA.
-20.95989,-68.708398333,Cluster 1 (BLEU),221,4.4,2584.61,Trajet 221 | État: Chargé. Identifié par IA.
-20.959971667,-68.708415,Cluster 1 (BLEU),222,8.0,2583.65,Trajet 222 | État: Vide. Identifié par IA.
-20.977078333,-68.72373,Cluster 1 (BLEU),222,0.0,2583.27,Trajet 222 | État: Vide. Identifié par IA.
-20.973393333,-68.718996667,Cluster 1 (BLEU),222,1.1,2577.26,Trajet 222 | État: Vide. Identifié par IA.
-20.973495,-68.719005,Cluster 1 (BLEU),223,10.4,2577.25,Trajet 223 | État: Chargé. Identifié par IA.
-20.973073333,-68.719181667,Cluster 1 (BLEU),223,8.7,2599.69,Trajet 223 | État: Chargé. Identifié par IA.
-20.972036667,-68.719465,Cluster 1 (BLEU),223,0.0,2579.48,Trajet 223 | État: Chargé. Identifié par IA.
-20.972036667,-68.719465,Cluster 1 (BLEU),224,0.0,2579.52,Trajet 224 | État: Vide. Identifié par IA.
-20.973268333,-68.71853,Cluster 1 (BLEU),224,0.0,2577.17,Trajet 224 | État: Vide. Identifié par IA.
-20.973623333,-68.718651667,Cluster 1 (BLEU),224,2.8,2597.96,Trajet 224 | État: Vide. Identifié par IA.
-20.973551667,-68.718663333,Cluster 1 (BLEU),225,8.2,2598.28,Trajet 225 | État: Chargé. Identifié par IA.
-20.974821667,-68.719245,Cluster 1 (BLEU),225,18.5,2597.58,Trajet 225 | État: Chargé. Identifié par IA.
-20.9734,-68.72096,Cluster 1 (BLEU),225,2.6,2578.53,Trajet 225 | État: Chargé. Identifié par IA.
-20.973466667,-68.720918333,Cluster 1 (BLEU),226,8.5,2578.7,Trajet 226 | État: Vide. Identifié par IA.
-20.97311,-68.718603333,Cluster 1 (BLEU),226,0.0,2578.58,Trajet 226 | État: Vide. Identifié par IA.
-20.973581667,-68.718673333,Cluster 1 (BLEU),226,2.2,2595.17,Trajet 226 | État: Vide. Identifié par IA.
-20.973426667,-68.71872,Cluster 1 (BLEU),227,10.0,2596.08,Trajet 227 | État: Chargé. Identifié par IA.
-20.97461,-68.720063333,Cluster 1 (BLEU),227,14.3,2594.61,Trajet 227 | État: Chargé. Identifié par IA.
